33.7616,4.609914,0.2852094,-1.058499,-1.92925,773.8229,3.7512506120987,3.95519787082501,3.81588775313396,3.71221434735391,56.990242,-26.3386423792806,26990,1.53659074288215,-0.218668945873942,0
33.91907,6.119163,0.2247455,-0.8493282,-2.025428,10.05268,3.59886270085245,3.86987622725304,3.8423845464184,3.80769532214756,19.267549,-26.1620172776855,25935,0.333333333333333,1.5707963267949,0
34.21936,6.431631,0.2152959,-0.8132181,-2.725504,0.9646242,3.5112334376282,3.77870462314785,3.7370311442195,3.66749591322995,50.694,-26.6642435116845,22866,1.20185042515466,-2.55359005004223,0
34.42871,6.146626,0.2238819,-1.201236,-2.177441,0.5170697,3.57684217034421,3.85142591735656,3.84159970526785,3.86234906854508,50.662786,-25.9214039980075,20168,1.20185042515466,-0.588002603547568,0
33.94836,4.088726,0.3144205,-0.8936649,-2.09544,844.7742,3.52543614390414,3.79226978974724,3.75100334726313,3.7099996748334,19.267549,-26.1343295014923,25338,0.333333333333333,1.5707963267949,0
33.94348,8.098335,0.1758564,-0.9443353,-3.043956,2.459288,3.67343932481302,3.94764640547235,3.94054985260744,3.97955065087466,31.393231,-27.1381552422246,26076,0.600925212577332,-2.55359005004223,0
34.66187,4.639208,0.2837278,-0.4462542,-1.755592,1040.721,3.56879641753169,3.83336962285161,3.7862821022261,3.71185698031653,26.557574,-25.8578512147219,26201,0.5,0,0
30.98999,7.939049,0.17899,-1.324241,-2.630349,0.7391992,3.68806815031237,3.91960363685978,3.82230017898241,3.729210161373,46.628525,-30.0781215931692,21723,1.05409255338946,2.81984209919315,0
41.82495,0.5289013,1.046503,-1.271643,-1.987827,1094.121,3.56879641753169,3.83336962285161,3.7862821022261,3.71185698031653,44.994283,-16.093585057516,22461,1,0,0
42.77832,0.6955106,0.9436685,-0.3094092,-2.957712,26.98829,3.57812210326084,3.85293844462442,3.84457533135961,3.87902416048713,35.017749,-14.7504949310625,21287,0.666666666666667,1.5707963267949,0
42.80457,0.7455544,0.9166142,-0.9855785,-2.474096,756.4011,3.58968157345345,3.86101617424823,3.8437726623512,3.85048265483608,35.017749,-15.4624405521571,26963,0.666666666666667,-1.5707963267949,0
41.64978,0.8969065,0.8434786,-1.299463,-2.512284,1571.625,3.72541501190714,3.975733182415,3.90639269245685,3.82088095002136,35.017749,-16.8257258613582,25275,0.666666666666667,1.5707963267949,0
30.12512,0.7968188,0.8904626,-0.646675,-1.547614,78.07331,3.54653279303683,3.81693429188445,3.78896196598707,3.74866161499479,40.675039,-28.2454033922253,23293,0.833333333333333,-0.927295218001612,0
30.45105,8.651258,0.1657815,-1.181055,-2.477522,2.383983,3.64273945339541,3.90858366222411,3.87846549441914,3.87272369094009,31.393231,-30.315518826697,20858,0.600925212577332,-0.588002603547568,0
30.80383,4.24374,0.3051257,-1.007345,-2.285513,6.378238,3.79663676722626,4.03686434048559,3.93683934125604,3.79766286666925,19.267549,-28.9784634042447,23961,0.333333333333333,1.5707963267949,0
30.19836,5.035287,0.2651075,-0.7351133,-2.175537,43.21633,3.55733754128571,3.82503319244737,3.79431303882624,3.76194361699916,56.990242,-29.5548158177685,28495,1.53659074288215,-0.218668945873942,0
30.65308,1.30336,0.6946374,-1.35612,-2.128913,1449.623,3.58173239993929,3.85497973840243,3.84101202107803,3.83713686553234,44.994283,-28.1692723408342,20441,1,0,0
30.12268,2.625249,0.441349,-0.5408546,-2.793679,14.90971,3.58216339828611,3.84947838047289,3.80284484801298,3.7312647363934,56.291844,-28.9888678778944,23978,1.5,0,0
30.10681,1.191677,0.7300346,-0.9094234,-2.396844,1570.087,3.60312379458864,3.87028858537007,3.8302857757952,3.76673398728099,56.990242,-28.9460530678575,24741,1.53659074288215,0.218668945873942,0
30.37354,5.680364,0.2395079,-1.078451,-2.778833,143.3505,3.59497343118938,3.86140894316173,3.81939651360833,3.76521390926153,31.393231,-29.4979292022535,21322,0.600925212577332,0.588002603547568,0
30.44434,0.6833048,0.9505112,-0.7510891,-2.445207,68.81927,3.49134768410889,3.7572517461721,3.72263556758555,3.71188396167541,31.393231,-27.1540870579186,28514,0.600925212577332,-0.588002603547568,0
30.43518,3.386892,0.3647229,-1.230204,-2.207231,3.610713,3.62884954878014,3.89407225756431,3.85560031330125,3.80586839166532,31.393231,-29.1760621188736,24593,0.600925212577332,-2.55359005004223,0
30.50232,0.9304725,0.8288126,-0.392631,-2.578541,634.8219,3.6315878334721,3.89189578394446,3.83514561811085,3.75049373812951,0.075701,-28.1793307269234,29442,0,0,0
30.01404,1.488888,0.6428573,-0.9724085,-2.106287,0.9476897,3.56873311613333,3.83271132339912,3.78248194061465,3.71053537338195,50.694,-28.7539058657129,23779,1.20185042515466,-2.55359005004223,0
30.9436,4.038682,0.3175433,-0.7385386,-2.067722,0.8015831,3.65957395143455,3.90641047102044,3.83675756073572,3.75994721387319,26.557574,-28.8762603757389,28646,0.5,3.14159265358979,0
32.31323,3.997793,0.3201413,-0.702694,-2.583515,5.178908,3.61749834021926,3.87915554069401,3.82528262757793,3.77267149566617,50.694,-27.514670182764,22345,1.20185042515466,-2.55359005004223,0
33.49487,5.055426,0.2642258,-1.176556,-2.013498,80.67369,3.54898608619817,3.81910810640461,3.7993722586867,3.79531471933243,40.675039,-26.3495836739838,29908,0.833333333333333,-0.927295218001612,0
