filename log_L z grid_id bin_size_emit alpha beta E_peak background_name bgd_15-25keV bgd_15-50keV bgd25-100keV bgd50-350keV theta flux burst_shape ndet trigger_index
18 5.103577e+01 4.259607e+00 04 3.042052e-01 -1.411377e+00 -1.943412e+00 2.331281e+01 sw00291292000b_bgd.pha 5350.4 9190.4 7313.6 6067.2 40.675039 1.936079e-09 231362_GRB060927 24387 0
19 4.950745e+01 2.744256e+00 10 4.273212e-01 -9.573654e-01 -2.564193e+00 5.636665e+00 sw00176702000b_bgd.pha 4114.18 7579.68 6823.76 5819.62 19.267549 1.218284e-10 219101_GRB060714 24387 0
20 5.140015e+01 3.713397e+00 33 3.394579e-01 -5.244713e-01 -1.696634e+00 3.957344e+01 sw00282066000b_bgd.pha 3831.74 7095.02 6492.58 5696.74 50.662786 5.116443e-09 295670_GRB071031 24387 0
21 5.246338e+01 3.900756e+00 15 3.264802e-01 -1.278089e+00 -2.130244e+00 1.294467e+02 sw00435160000b_bgd.pha 6324.41 9757.5 6616.94 5294.24 44.994283 7.508444e-08 276205_GRB070419A 24387 0
22 5.122375e+01 5.610180e+00 26 2.420509e-01 -1.662890e+00 -2.861264e+00 2.303184e+01 sw00261880000b_bgd.pha 3565.68 6619.92 6079.47 5623.49 46.628525 1.804673e-09 324895_GRB080916A 24387 0
23 5.154602e+01 2.577036e+00 11 4.472977e-01 -3.346477e-01 -2.173332e+00 6.168101e+01 sw00132247000b_bgd.pha 4483.71 8116.86 6980.77 5535.6 31.393231 2.896900e-08 337914_GRB081222 24387 0
24 4.834229e+01 4.008778e+00 27 3.194392e-01 -7.641988e-01 -2.086386e+00 1.101731e+00 sw00155242000b_bgd.pha 3817.66 7032.14 6286.9 5314.08 56.990242 3.433123e-12 326115_GRB080928 24387 0
25 5.184082e+01 3.667015e+00 27 3.428315e-01 -9.750187e-01 -2.288575e+00 6.637974e+01 sw00232339000b_bgd.pha 3976.46 7305.83 6637.49 6410.51 56.990242 2.607126e-08 163438_GRB051111 24387 0
26 5.180725e+01 4.265710e+00 12 3.038527e-01 -1.277918e+00 -2.420568e+00 5.660217e+01 sw00508161000b_bgd.pha 3325.3 5974.42 5249.73 4614.77 46.628525 1.698073e-08 351588_GRB090510 24387 0
27 5.164368e+01 1.629255e+00 17 6.085374e-01 -1.330906e+00 -2.412676e+00 9.390100e+01 sw00294835000b_bgd.pha 3929.02 7233.97 6531.18 5579.89 0.075701 1.106726e-07 373172_GRB091018 24387 1
28 5.193359e+01 1.595689e+00 09 6.164066e-01 -7.405981e-01 -2.149748e+00 1.328033e+02 sw00231231000b_bgd.pha 5122.37 8504.64 6626.38 5444.64 31.393231 1.762530e-07 150314_GRB050814 24387 1
29 5.152649e+01 3.305113e+00 17 3.716511e-01 -8.661516e-01 -3.008352e+00 5.011003e+01 sw00359530000b_bgd.pha 3456.43 6426.13 6065.23 5727.81 0.075701 2.166256e-08 259714_GRB070208 24387 1
30 5.142944e+01 9.527635e+00 04 1.519810e-01 -4.708924e-01 -2.274155e+00 1.832548e+01 sw00333320000b_bgd.pha 4077.1 7504.37 6803.36 6069.62 40.675039 1.091636e-09 148225_GRB050730 24387 0
31 5.176392e+01 1.638409e+00 23 6.064260e-01 -8.998432e-01 -1.944202e+00 1.074683e+02 sw00504779000b_bgd.pha 5173.12 9066.16 8232.64 9264.98 31.393231 9.666066e-08 211957_GRB060526 24387 1
32 5.232605e+01 2.133965e+00 16 5.105353e-01 -6.482091e-01 -2.815137e+00 1.728205e+02 sw00232339000b_bgd.pha 3976.46 7305.83 6637.49 6410.51 26.557574 2.616290e-07 111622_GRB050319 24387 1
33 5.057434e+01 5.334329e+00 04 2.525919e-01 -2.666381e-01 -2.940139e+00 1.137979e+01 sw00206773000b_bgd.pha 3920.29 7227.73 6483.94 5397.79 40.675039 4.373549e-10 232683_GRB061007 24387 0
34 5.123169e+01 4.809479e+00 07 2.754120e-01 -8.973318e-01 -2.048626e+00 2.644674e+01 sw00282066000b_bgd.pha 3831.74 7095.02 6492.58 5696.74 56.990242 2.850453e-09 374210_GRB091029 24387 0
35 5.103760e+01 6.257698e+00 02 2.204556e-01 -6.625744e-01 -1.874017e+00 1.693029e+01 sw00377179000b_bgd.pha 3541.71 6604.95 6300.36 6474.82 40.675 8.668119e-10 334877_GRB081118 24387 0
36 5.154053e+01 1.034832e+00 16 7.863056e-01 -6.318737e-01 -2.363731e+00 1.077456e+02 sw00420398000b_bgd.pha 3831.52 6879.9 6137.6 5504.21 26.557574 2.647216e-07 313087_GRB080603B 24387 1
37 5.144592e+01 6.558572e+00 15 2.116802e-01 -7.137258e-01 -2.217707e+00 2.601275e+01 sw00157870000b_bgd.pha 3850.32 7093.52 6431.26 5665.25 44.994283 2.665701e-09 228006_GRB060904B 24387 0
38 5.176880e+01 7.199987e+00 11 1.951223e-01 -5.887045e-01 -1.874558e+00 3.477369e+01 sw00154112000b_bgd.pha 3820.88 7070.96 6351.04 5385.98 31.393231 3.733925e-09 180977_GRB060210 24387 0
39 5.179688e+01 6.763019e+00 25 2.061054e-01 -1.110202e+00 -2.515946e+00 3.793774e+01 sw00206773000b_bgd.pha 3920.29 7227.73 6483.94 5397.79 31.393231 6.079818e-09 240766_GRB061126 24387 0
40 5.170715e+01 5.384373e+00 32 2.506119e-01 -1.698989e+00 -2.272380e+00 4.160284e+01 sw00294835000b_bgd.pha 3929.02 7233.97 6531.18 5579.89 40.675039 5.823737e-09 374210_GRB091029 24387 0
41 5.179749e+01 5.360571e+00 18 2.515497e-01 -5.564442e-01 -2.978260e+00 4.633521e+01 sw00261132000b_bgd.pha 5211.13 8624.22 6548.73 5185.16 26.557574 1.354075e-08 111063_GRB050315 24387 0
42 5.110046e+01 7.644889e+00 15 1.850805e-01 -7.616037e-01 -2.319203e+00 1.528048e+01 sw00373172000b_bgd.pha 3785.49 7127.52 6991.58 7568.75 44.994283 7.566107e-10 148225_GRB050730 24387 0
43 4.668274e+01 2.082091e+00 03 5.191281e-01 -7.144776e-01 -2.601361e+00 2.649652e-01 sw00107547000b_bgd.pha 4573.66 8225.78 7049.63 5733.74 35.017749 1.114202e-13 156467_GRB050922C 24387 0
44 5.179871e+01 3.845830e+00 12 3.301808e-01 -1.078624e+00 -2.282795e+00 6.090450e+01 sw00234516000b_bgd.pha 3672.51 6784.75 6156.03 5330.08 46.628525 2.085088e-08 334877_GRB081118 24387 0
45 5.134521e+01 3.649317e+00 02 3.441366e-01 -1.104720e+00 -2.454330e+00 3.766022e+01 sw00304549000b_bgd.pha 3551.2 6544.8 5915.2 5472 40.675 8.827267e-09 147478_GRB050724 24387 0
46 4.890747e+01 3.137283e+00 19 3.867272e-01 -6.026044e-01 -2.223366e+00 2.556729e+00 sw00330856000b_bgd.pha 4383.95 8214.99 7934.8 8040.1 44.994283 2.329183e-11 301981_GRB080129 24387 0
47 5.001160e+01 6.745931e+00 32 2.065601e-01 -7.282802e-01 -2.597971e+00 4.868434e+00 sw00173904000b_bgd.pha 4479.01 8163.65 7179.3 5893.62 40.675039 4.219211e-11 358422_GRB090726 24387 0
48 5.108276e+01 2.820542e+00 12 4.187887e-01 -6.856583e-01 -2.211855e+00 3.387828e+01 sw00361830000b_bgd.pha 3657.54 6813.15 6550.46 6750.62 46.628525 8.310653e-09 370791_GRB090926B 24387 0
49 5.019226e+01 2.600838e+00 31 4.443411e-01 -6.526723e-03 -2.487399e+00 1.289411e+01 sw00251634000b_bgd.pha 3759.17 6914.37 6179.31 5168.29 35.017749 1.216183e-09 229185_GRB060912A 24387 0
50 5.160400e+01 2.326817e+00 15 4.809402e-01 -3.813339e-01 -2.328563e+00 7.089859e+01 sw00449399000b_bgd.pha 5671.8 9391.8 7400.6 6486.6 44.994283 4.692525e-08 221755_GRB060729 24387 1
51 4.692322e+01 5.911053e+00 08 2.315132e-01 -8.212148e-01 -1.912789e+00 1.558580e-01 sw00303631000b_bgd.pha 4144.75 7571.04 6687.79 5924.77 46.628525 5.694796e-14 377179_GRB091127 24387 0
52 5.085022e+01 3.848271e+00 02 3.300145e-01 -1.216009e+00 -1.596304e+00 2.042620e+01 sw00156434000b_bgd.pha 4135.2 7592.72 6920.3 6289.49 40.675 1.080775e-09 373458_GRB091020 24387 0
53 5.204712e+01 2.895608e+00 27 4.107189e-01 -6.283841e-02 -2.798928e+00 1.008437e+02 sw00301578000b_bgd.pha 618.544 1027.23 793.744 626.72 56.990242 8.921870e-08 313299_GRB080605 24387 0
54 5.210999e+01 1.158721e+00 12 7.411796e-01 -1.248248e+00 -2.552749e+00 1.956414e+02 sw00423184000b_bgd.pha 3261.82 5995.94 5496.64 5188.7 46.628525 6.417017e-07 148225_GRB050730 24387 1
55 5.193787e+01 5.837819e+00 32 2.339928e-01 -8.399164e-01 -2.267855e+00 5.066174e+01 sw00173780000b_bgd.pha 34214.3 62391.1 54578.7 44857.1 40.675039 1.148912e-08 180977_GRB060210 24387 0
56 5.191284e+01 3.438767e+00 11 3.604605e-01 -1.089225e+00 -2.329263e+00 7.582688e+01 sw00456939000b_bgd.pha 3244.83 6041.26 5574.54 4751.68 31.393231 3.550654e-08 353540_GRB090529A 24387 0
57 4.793152e+01 6.589086e+00 23 2.108291e-01 -5.188145e-01 -2.525838e+00 4.531421e-01 sw00371050000b_bgd.pha 4585.36 8728.05 8902.61 10530.2 31.393231 1.287965e-13 234905_GRB061021 24387 0
58 5.212463e+01 2.852888e+00 10 4.152729e-01 -7.413085e-01 -2.388014e+00 1.114795e+02 sw00181156000b_bgd.pha 3967.15 7289.78 6530.3 5682.08 19.267549 8.751715e-08 224552_GRB060814 24387 1
59 5.174622e+01 3.142776e+00 27 3.862145e-01 -6.568915e-01 -2.078231e+00 6.706271e+01 sw00334877000b_bgd.pha 3821.07 7106.27 6614.19 6034.18 56.990242 2.590132e-08 111063_GRB050315 24387 0
60 5.140808e+01 3.722552e+00 16 3.387999e-01 -1.447376e+00 -3.105549e+00 3.985918e+01 sw00315080000b_bgd.pha 4184 7665.82 7105.62 7202.85 26.557574 9.732857e-09 111622_GRB050319 24387 0
61 5.187805e+01 4.317585e+00 30 3.008885e-01 -9.109742e-01 -1.935387e+00 6.081014e+01 sw00291292000b_bgd.pha 5350.4 9190.4 7313.6 6067.2 40.675039 1.481710e-08 148225_GRB050730 24387 0
62 5.180725e+01 5.106691e+00 11 2.620077e-01 -4.931998e-01 -2.260230e+00 4.880723e+01 sw00232585000b_bgd.pha 3998.56 7407.28 6786.59 6230.7 31.393231 1.190874e-08 374210_GRB091029 24387 0
63 5.167603e+01 1.922805e+00 24 5.474194e-01 -7.534309e-01 -2.782632e+00 8.767534e+01 sw00303609000b_bgd.pha 3352.54 6306.85 6049.86 6194.08 19.267549 1.039404e-07 377179_GRB091127 24387 1
64 5.177673e+01 3.631618e+00 17 3.454516e-01 -7.833170e-01 -2.579780e+00 6.212959e+01 sw00131560000b_bgd.pha 4004.21 7344.06 6510.29 5397.76 0.075701 2.763915e-08 336489_GRB081203A 24387 1
65 5.041992e+01 1.738497e+00 26 5.842621e-01 -2.730154e-01 -2.128168e+00 2.203501e+01 sw00147788000b_bgd.pha 4281.42 7796.43 6841.41 5629.81 46.628525 5.292299e-09 302888_GRB080210 24387 0
66 5.191528e+01 3.295959e+00 22 3.724431e-01 -1.125250e+00 -2.790659e+00 7.856807e+01 sw00294120000b_bgd.pha 4937.95 8888.51 7704.33 6396.33 46.628525 4.651797e-08 209755_GRB060512 24387 0
67 5.177734e+01 3.609648e+00 10 3.470981e-01 -6.771980e-01 -2.353383e+00 6.246960e+01 sw00380311000b_bgd.pha 5136.19 9111.98 7353.84 5350.19 19.267549 2.532842e-08 349510_GRB090418A 24387 1
68 5.098389e+01 6.353514e+00 07 2.175830e-01 -9.367736e-01 -2.776250e+00 1.570771e+01 sw00433273000b_bgd.pha 4277.58 7672.85 7016.56 6836.11 56.990242 8.696584e-10 338895_GRB090102 24387 0
69 5.189636e+01 6.487168e+00 09 2.136990e-01 -1.266454e+00 -2.283625e+00 4.410910e+01 sw00191512000b_bgd.pha 5639.63 9019.82 6544.67 5154.83 31.393231 7.459125e-09 148646_GRB050802 24387 0
70 5.252686e+01 3.319150e+00 21 3.704433e-01 -4.193023e-01 -2.144805e+00 1.580135e+02 sw00147788000b_bgd.pha 4281.42 7796.43 6841.41 5629.81 56.990242 1.091189e-07 211117_GRB060522 24387 0
71 5.259155e+01 2.112605e+00 07 5.140388e-01 -1.002146e+00 -2.424802e+00 2.362201e+02 sw00130679000b_bgd.pha 4254.51 7835.6 7171.34 6395.41 56.990242 3.776544e-07 154112_GRB050908 24387 0
72 5.014099e+01 4.639208e+00 13 2.837278e-01 -3.699218e-01 -1.794206e+00 7.761436e+00 sw00375409000b_bgd.pha 3385.69 6278.98 5797.22 5116.64 56.990242 1.847375e-10 280706_GRB070529 24387 0
73 5.174500e+01 2.992034e+00 10 4.007982e-01 -9.836139e-01 -2.470765e+00 6.949730e+01 sw00294120000b_bgd.pha 4937.95 8888.51 7704.33 6396.33 19.267549 3.711225e-08 219101_GRB060714 24387 0
74 5.256836e+01 2.642337e+00 25 4.392784e-01 -1.227211e+00 -2.726124e+00 1.965459e+02 sw00202442000b_bgd.pha 5611.2 9113.32 6808.19 5790.87 31.393231 2.561186e-07 296805_GRB071117 24387 1
75 5.174255e+01 2.920630e+00 13 4.080977e-01 -5.208358e-01 -2.030844e+00 7.056439e+01 sw00287344000b_bgd.pha 4176.88 7771.87 7267.22 6886.62 56.990242 2.872120e-08 150314_GRB050814 24387 0
76 5.084534e+01 3.558383e+00 12 3.510016e-01 -9.230810e-01 -2.839245e+00 2.160340e+01 sw00342121000b_bgd.pha 4522.35 7640.66 6100.45 5000.78 46.628525 2.943349e-09 373674_GRB091024 24387 0
77 5.185913e+01 1.772673e+00 05 5.770604e-01 -6.336318e-01 -2.792651e+00 1.141120e+02 sw00359951000b_bgd.pha 3351.52 6226.35 5738.48 5054.45 50.662786 1.780549e-07 217805_GRB060708 24387 0
78 4.924438e+01 3.629787e+00 03 3.455882e-01 -1.002421e+00 -2.521350e+00 3.367409e+00 sw00115214000b_bgd.pha 4204.45 7708.59 6750.03 5471.26 35.017749 2.677041e-11 209352_GRB060510B 24387 0
79 5.152283e+01 6.326051e+00 30 2.183987e-01 -8.777302e-01 -2.222374e+00 2.932299e+01 sw00323984000b_bgd.pha 4570.53 8379.66 7568.53 7144.48 40.675039 3.425769e-09 229185_GRB060912A 24387 0
80 5.234863e+01 4.235806e+00 08 3.055881e-01 -8.845878e-01 -2.629064e+00 1.061689e+02 sw00312047000b_bgd.pha 4582.88 8107.15 6938.42 6231.74 46.628525 6.509303e-08 373458_GRB091020 24387 1
81 5.013428e+01 3.267275e+00 11 3.749465e-01 -5.680296e-01 -2.671493e+00 1.017777e+01 sw00370791000b_bgd.pha 3962.38 7482.45 7081.65 5982.88 31.393231 4.850497e-10 299787_GRB071227 24387 0
82 5.147949e+01 1.554189e+00 12 6.264218e-01 -8.303168e-01 -2.300500e+00 8.001245e+01 sw00313087000b_bgd.pha 3416.35 6449.25 6166.46 6044.4 46.628525 8.766776e-08 359711_GRB090812 24387 1
83 5.233093e+01 3.394215e+00 31 3.641151e-01 -7.184058e-01 -2.082614e+00 1.239509e+02 sw00357072000b_bgd.pha 3932.58 7388.48 7308.9 7845.81 35.017749 7.304625e-08 319036_GRB080805 24387 0
84 5.072632e+01 6.814894e+00 03 2.047373e-01 -1.695677e+00 -2.026407e+00 1.098755e+01 sw00209351000b_bgd.pha 4437.44 8237.87 7616.99 7224.78 35.017749 2.844893e-10 302888_GRB080210 24387 0
85 5.177734e+01 2.319494e+00 11 4.820012e-01 -8.460147e-01 -2.037320e+00 8.674902e+01 sw00307931000b_bgd.pha 4609.88 8536.62 7947.66 7645.57 31.393231 5.147964e-08 147478_GRB050724 24387 0
86 5.056152e+01 2.913917e+00 02 4.087977e-01 -6.296665e-01 -2.170788e+00 1.814741e+01 sw00378554000b_bgd.pha 3182.35 5912.7 5486.3 4893.74 40.675 2.051914e-09 232585_GRB061006 24387 0
87 4.798035e+01 4.310872e+00 24 3.012688e-01 -1.499146e+00 -2.357151e+00 6.849709e-01 sw00147788000b_bgd.pha 4281.42 7796.43 6841.41 5629.81 19.267549 7.181616e-13 156467_GRB050922C 24387 0
88 5.155273e+01 4.385327e+00 12 2.971036e-01 -1.199824e+00 -2.327233e+00 4.128760e+01 sw00353540000b_bgd.pha 3898.59 7140.54 6395.75 5566.72 46.628525 8.586128e-09 295301_GRB071025 24387 0
89 5.019836e+01 5.435483e-01 17 1.036573e+00 -1.218805e+00 -1.788674e+00 3.029190e+01 sw00155408000b_bgd.pha 4188.3 7671.09 6920.54 6215.47 0.075701 2.930087e-08 163438_GRB051111 24387 1
90 4.980713e+01 3.369804e+00 18 3.661492e-01 -1.253417e+00 -2.500417e+00 6.819729e+00 sw00299787000b_bgd.pha 3466.4 6338.24 5717.76 4911.2 26.557574 1.606887e-10 296805_GRB071117 24387 0
91 5.161621e+01 6.402337e+00 24 2.161479e-01 -1.001021e+00 -2.054612e+00 3.231478e+01 sw00331475000b_bgd.pha 3970.66 7410.99 6956.4 6422.37 19.267549 3.698342e-09 255445_GRB070110 24387 0
92 5.140259e+01 1.391242e+00 26 6.691084e-01 -8.209994e-01 -1.866240e+00 7.822310e+01 sw00278693000b_bgd.pha 3988 7317.7 6598.67 5863.52 46.628525 5.810185e-08 297114_GRB071122 24387 0
93 5.267883e+01 5.662665e+00 01 2.401441e-01 -7.295173e-01 -2.266446e+00 1.220206e+02 sw00302728000b_bgd.pha 3705.07 6813.49 6113.39 5150.59 50.694 5.915149e-08 130088_GRB050525A 24387 0
94 5.242798e+01 2.086363e+00 31 5.184096e-01 -5.921099e-01 -2.321514e+00 1.973362e+02 sw00211957000b_bgd.pha 4999.07 8640.48 7253.86 6759.31 35.017749 2.574318e-07 177408_GRB060115 24387 1
95 5.050476e+01 2.608161e+00 33 4.434392e-01 -6.011204e-01 -1.908240e+00 1.843992e+01 sw00456939000b_bgd.pha 3244.83 6041.26 5574.54 4751.68 50.662786 1.844658e-09 350311_GRB090424 24387 0
96 5.065369e+01 3.106768e+00 29 3.896007e-01 -6.613870e-01 -2.689014e+00 1.923125e+01 sw00377179000b_bgd.pha 3541.71 6604.95 6300.36 6474.82 50.662786 2.602973e-09 359711_GRB090812 24387 0
97 4.951050e+01 2.299964e+00 13 4.848537e-01 -7.198336e-01 -2.582266e+00 6.418068e+00 sw00132247000b_bgd.pha 4483.71 8116.86 6980.77 5535.6 56.990242 2.079402e-10 337914_GRB081222 24387 0
98 5.172974e+01 7.144451e+00 24 1.964528e-01 -4.991547e-01 -2.290773e+00 3.347117e+01 sw00282066000b_bgd.pha 3831.74 7095.02 6492.58 5696.74 19.267549 4.703763e-09 152113_GRB050826 24387 0
99 5.059570e+01 3.836066e+00 19 3.308475e-01 -4.950070e-01 -2.851746e+00 1.527650e+01 sw00115214000b_bgd.pha 4204.45 7708.59 6750.03 5471.26 44.994283 1.247055e-09 293795_GRB071010B 24387 0
100 5.267151e+01 4.314533e+00 16 3.010612e-01 -1.247754e+00 -2.274483e+00 1.516889e+02 sw00145581000b_bgd.pha 4151.06 7625.14 6814.29 6001.09 26.557574 9.994549e-08 163136_GRB051109A 24387 1
101 5.268555e+01 3.851933e+00 32 3.297655e-01 -9.790649e-01 -2.544225e+00 1.688586e+02 sw00255445000b_bgd.pha 3874.14 7197.73 6713.9 6229.55 40.675039 1.412319e-07 271019_GRB070318 24387 1
102 4.972107e+01 8.706184e+00 21 1.648434e-01 -5.162644e-01 -2.382487e+00 2.780678e+00 sw00290624000b_bgd.pha 4164.54 7784.59 7275.46 6899.87 56.990242 1.209746e-11 338895_GRB090102 24387 0
103 4.902588e+01 4.700847e+00 04 2.806600e-01 -9.477987e-01 -2.130193e+00 2.126496e+00 sw00305011000b_bgd.pha 3768.8 6944.27 6256.75 5296.11 40.675039 1.187819e-11 276205_GRB070419A 24387 0
104 5.041687e+01 3.281922e+00 30 3.736640e-01 -9.142766e-01 -2.606792e+00 1.404303e+01 sw00315080000b_bgd.pha 4184 7665.82 7105.62 7202.85 40.675039 1.066448e-09 310613_GRB080430 24387 0
105 5.233032e+01 7.131024e+00 31 1.967772e-01 -1.577208e+00 -1.839328e+00 6.693919e+01 sw00420247000b_bgd.pha 16824.2 30504.1 29562.5 34162.7 35.017749 1.143753e-08 163136_GRB051109A 24387 0
106 5.200317e+01 9.002175e+00 01 1.599652e-01 -5.904730e-01 -2.231922e+00 3.733852e+01 sw00148646000b_bgd.pha 4059.15 8102.99 8764.29 10027 50.694 5.146753e-09 317508_GRB080721 24387 0
107 5.121277e+01 3.399708e+00 15 3.636605e-01 -6.760289e-01 -2.299967e+00 3.416843e+01 sw00509419000b_bgd.pha 3037.86 5632.06 5253.3 5074.46 44.994283 7.694539e-09 284856_GRB070714B 24387 0
108 4.875488e+01 3.789684e+00 30 3.340513e-01 -1.629454e+00 -3.061550e+00 1.852675e+00 sw00356912000b_bgd.pha 3204.8 5987.52 5622.24 5129.7 40.675039 2.592537e-12 331093_GRB081008 24387 0
109 5.084717e+01 2.001532e+00 25 5.330611e-01 -1.461065e+00 -2.452650e+00 3.287801e+01 sw00291728000b_bgd.pha 3746.46 6947.41 6408.3 5746.64 31.393231 1.030518e-08 278693_GRB070506 24387 0
110 5.113708e+01 7.503301e+00 01 1.881622e-01 -1.028812e+00 -2.628220e+00 1.620390e+01 sw00509717000b_bgd.pha 2872.1 5330.51 4948.45 4823.92 50.694 8.398566e-10 151207_GRB050820A 24387 0
111 5.050110e+01 7.459361e+00 04 1.891396e-01 -6.583005e-01 -2.271673e+00 7.832066e+00 sw00213934000b_bgd.pha 4051.86 7513.04 6977.04 6334.16 40.675039 1.621931e-10 297114_GRB071122 24387 0
112 5.170105e+01 4.639818e+00 10 2.836971e-01 -9.456848e-01 -2.358583e+00 4.676537e+01 sw00378554000b_bgd.pha 3182.35 5912.7 5486.3 4893.74 19.267549 1.156998e-08 111063_GRB050315 24387 0
113 4.818726e+01 4.077741e+00 15 3.151008e-01 -8.534943e-01 -2.168863e+00 9.091216e-01 sw00349447000b_bgd.pha 3665.82 6757.55 6101.47 5194.74 44.994283 2.029439e-12 153514_GRB050904 24387 0
114 5.183167e+01 9.218218e+00 32 1.565831e-01 -7.120298e-01 -2.082722e+00 3.000005e+01 sw00342121000b_bgd.pha 4522.35 7640.66 6100.45 5000.78 40.675039 2.924134e-09 323898_GRB080905B 24387 0
115 5.078857e+01 5.927531e+00 16 2.309625e-01 -4.812828e-01 -2.738397e+00 1.331598e+01 sw00357512000b_bgd.pha 3480.37 6488.66 6102.46 5938.34 26.557574 6.423219e-10 317508_GRB080721 24387 0
116 5.036560e+01 1.069619e+00 08 7.730893e-01 -9.235606e-01 -2.124559e+00 2.738890e+01 sw00458059000b_bgd.pha 3039.31 5655.33 5409.42 5451.9 46.628525 1.453913e-08 114753_GRB050416A 24387 0
117 5.243530e+01 3.531531e+00 19 3.530816e-01 -9.748551e-01 -2.602849e+00 1.355411e+02 sw00217704000b_bgd.pha 3753.66 6910.62 6165.54 5098.38 44.994283 1.092959e-07 148646_GRB050802 24387 1
118 5.213806e+01 3.605986e+00 24 3.473740e-01 -1.170198e+00 -2.108638e+00 9.470496e+01 sw00234905000b_bgd.pha 4053.31 7564.45 6988.02 6082.21 19.267549 4.443835e-08 150314_GRB050814 24387 0
