filename log_L z grid_id bin_size_emit alpha beta E_peak background_name bgd_15-25keV bgd_15-50keV bgd25-100keV bgd50-350keV theta flux burst_shape ndet trigger_index
20 5.028687e+01 3.839117e+00 10 3.306388e-01 -4.044989e-02 -2.365717e+00 1.069870e+01 sw00359378000b_bgd.pha 5963.25 9920.11 8201.97 8782.21 19.267549 5.445294e-10 352648_GRB090519 26478 0
21 5.090454e+01 1.339367e+00 30 6.839457e-01 -9.202607e-01 -2.408625e+00 4.506472e+01 sw00131560000b_bgd.pha 4004.21 7344.06 6510.29 5397.76 40.675039 3.767261e-08 231231_GRB060926 26478 0
22 5.178894e+01 3.151930e+00 11 3.853630e-01 -8.760288e-01 -2.379242e+00 7.028858e+01 sw00456939000b_bgd.pha 3244.83 6041.26 5574.54 4751.68 31.393231 3.508526e-08 232585_GRB061006 26478 0
23 5.215454e+01 1.136751e+00 30 7.488005e-01 -1.327023e+00 -1.940728e+00 2.080565e+02 sw00279817000b_bgd.pha 4163.89 7630.46 6843.2 5792.34 40.675039 5.100372e-07 359711_GRB090812 26478 1
24 5.169373e+01 1.330213e+00 32 6.866326e-01 -8.102364e-01 -2.406563e+00 1.122359e+02 sw00145675000b_bgd.pha 4031.34 7468.27 6803.42 6047.89 40.675039 2.066209e-07 113120_GRB050401 26478 1
25 5.196899e+01 4.000234e+00 14 3.199850e-01 -5.644690e-01 -2.520624e+00 7.180775e+01 sw00278903000b_bgd.pha 4433.84 7920.37 6907.42 6241.01 56.291844 3.359969e-08 228316_GRB060906 26478 0
26 5.110718e+01 1.952099e+00 14 5.419873e-01 -9.968846e-01 -2.055910e+00 4.509439e+01 sw00414905000b_bgd.pha 3641.84 6818.74 6430.61 5903.81 56.291844 1.762867e-08 229185_GRB060912A 26478 0
27 5.184387e+01 4.603811e+00 26 2.855200e-01 -8.362074e-01 -2.727958e+00 5.547753e+01 sw00145581000b_bgd.pha 4151.06 7625.14 6814.29 6001.09 46.628525 1.935627e-08 111622_GRB050319 26478 0
28 5.034729e+01 5.066411e+00 31 2.637474e-01 -7.417118e-01 -1.749216e+00 9.149087e+00 sw00373172000b_bgd.pha 3785.49 7127.52 6991.58 7568.75 35.017749 2.340448e-10 163136_GRB051109A 26478 0
29 4.936829e+01 7.520390e+00 32 1.877848e-01 -1.064965e+00 -2.284040e+00 2.110319e+00 sw00357498000b_bgd.pha 3310.78 6131.63 5636.78 5032.74 40.675039 7.232200e-12 234905_GRB061021 26478 0
30 5.229309e+01 4.435371e+00 01 2.943681e-01 -8.860452e-01 -2.549315e+00 9.593582e+01 sw00440635000b_bgd.pha 3655.07 7045.63 7606.05 9912.69 50.694 5.153798e-08 111063_GRB050315 26478 0
31 5.165466e+01 5.530842e+00 33 2.449914e-01 -1.178724e+00 -2.310320e+00 3.828485e+01 sw00178750000b_bgd.pha 4021.81 7513.39 7119.94 7028.64 50.662786 6.308319e-09 330856_GRB081007 26478 0
32 5.065063e+01 5.066411e+00 33 2.637474e-01 -1.173636e+00 -2.274883e+00 1.297329e+01 sw00280706000b_bgd.pha 4582.85 8291.74 7231.07 5826.74 50.662786 5.903260e-10 295670_GRB071031 26478 0
33 5.232910e+01 5.590651e+00 09 2.427681e-01 -1.177316e+00 -2.495906e+00 8.246830e+01 sw00145581000b_bgd.pha 4151.06 7625.14 6814.29 6001.09 31.393231 3.147662e-08 214805_GRB060614 26478 1
34 4.961548e+01 5.161617e+00 03 2.596721e-01 -6.512596e-01 -2.972183e+00 3.878905e+00 sw00303631000b_bgd.pha 4144.75 7571.04 6687.79 5924.77 35.017749 1.749214e-11 306757_GRB080319B 26478 0
35 4.914429e+01 2.846174e+00 11 4.159978e-01 -5.071718e-01 -2.447634e+00 3.612261e+00 sw00201391000b_bgd.pha 3245.14 6007.65 5457.97 4650.46 31.393231 4.600049e-11 342121_GRB090205 26478 0
36 5.106750e+01 4.948015e+00 04 2.689973e-01 -5.664683e-01 -2.695138e+00 2.138183e+01 sw00200638000b_bgd.pha 3519.92 6560.46 6151.23 5606.11 40.675039 2.384274e-09 151207_GRB050820A 26478 0
37 5.198853e+01 2.579477e+00 07 4.469926e-01 -8.155146e-01 -3.073927e+00 1.025906e+02 sw00336489000b_bgd.pha 3618.59 6705.71 6104.61 5366.35 56.990242 1.055484e-07 180455_GRB060206 26478 0
38 4.784180e+01 3.510781e+00 20 3.547058e-01 -9.446955e-01 -1.922050e+00 6.875611e-01 sw00358422000b_bgd.pha 3635.07 6778.43 6508.58 6422.34 56.291844 1.575704e-12 205851_GRB060418 26478 0
39 5.170288e+01 2.414699e+00 33 4.685625e-01 -1.020399e+00 -1.689703e+00 7.740207e+01 sw00511235000b_bgd.pha 2925.96 5366.43 4937.74 4524.7 50.662786 2.475612e-08 180977_GRB060210 26478 0
40 5.197632e+01 3.452803e+00 12 3.593242e-01 -1.110728e+00 -2.013388e+00 8.131867e+01 sw00342121000b_bgd.pha 4522.35 7640.66 6100.45 5000.78 46.628525 3.187530e-08 284856_GRB070714B 26478 0
41 5.072632e+01 1.502925e+00 21 6.392521e-01 -8.326893e-01 -2.167463e+00 3.430646e+01 sw00324895000b_bgd.pha 4713.66 8414.53 7149.5 5780.06 56.990242 1.566395e-08 334877_GRB081118 26478 0
42 5.212708e+01 2.559948e+00 19 4.494447e-01 -9.556642e-01 -2.380187e+00 1.209925e+02 sw00324805000b_bgd.pha 6740.08 12109.1 11628.8 14494.4 44.994283 1.097706e-07 148522_GRB050801 26478 1
43 5.187500e+01 2.373810e+00 21 4.742413e-01 -3.466230e-01 -1.972879e+00 9.550894e+01 sw00374210000b_bgd.pha 4566.4 8061.4 6866.85 5753.7 56.990242 5.411315e-08 228581_GRB060908 26478 0
44 5.083191e+01 5.411226e+00 20 2.495623e-01 -1.485823e+00 -1.967742e+00 1.512440e+01 sw00457330000b_bgd.pha 4624.66 7359.54 5355.54 4594.27 56.291844 6.731215e-10 295301_GRB071025 26478 0
45 4.664978e+01 2.636234e+00 05 4.400156e-01 -7.769252e-01 -2.794425e+00 2.162235e-01 sw00282808000b_bgd.pha 3734.85 6855.95 6196.37 5320.93 50.662786 2.713205e-14 330856_GRB081007 26478 0
46 5.167175e+01 2.683837e+00 11 4.343297e-01 -6.612883e-01 -2.526064e+00 6.922144e+01 sw00176818000b_bgd.pha 4610.22 8496.32 7697.06 6715.46 31.393231 4.361739e-08 209755_GRB060512 26478 1
47 5.278198e+01 4.801545e+00 17 2.757886e-01 -7.842928e-01 -2.485806e+00 1.578019e+02 sw00113120000b_bgd.pha 4074.45 7501.5 6670.62 5531.94 0.075701 1.067444e-07 111622_GRB050319 26478 1
48 5.190857e+01 5.563188e+00 19 2.437840e-01 -4.968218e-01 -2.629674e+00 5.103104e+01 sw00309096000b_bgd.pha 8465.66 13250.4 9684.56 9441.65 44.994283 1.480097e-08 180977_GRB060210 26478 0
49 5.195374e+01 3.508950e+00 04 3.548498e-01 -1.331803e+00 -2.603040e+00 7.824504e+01 sw00174738000b_bgd.pha 4003.91 7416.82 6791.66 6248.49 40.675039 3.882883e-08 350311_GRB090424 26478 0
50 5.032837e+01 4.910787e+00 14 2.706915e-01 -9.708544e-01 -2.841971e+00 9.187637e+00 sw00114753000b_bgd.pha 4006.1 7485.9 6968 6824.9 56.291844 2.347622e-10 310613_GRB080430 26478 0
51 5.128418e+01 9.231490e-01 03 8.319688e-01 -1.554897e+00 -2.174193e+00 8.486752e+01 sw00287409000b_bgd.pha 4089.89 7630.83 7185.58 6818.29 35.017749 1.603049e-07 313116_GRB080604 26478 1
52 5.073853e+01 3.446090e+00 33 3.598668e-01 -2.477339e-01 -2.226865e+00 1.958615e+01 sw00361830000b_bgd.pha 3657.54 6813.15 6550.46 6750.62 50.662786 2.289258e-09 147478_GRB050724 26478 0
53 5.194336e+01 4.596488e+00 19 2.858936e-01 -7.923671e-01 -2.297202e+00 6.229149e+01 sw00213823000b_bgd.pha 4214.99 7849.82 7225.1 6195.3 44.994283 2.029631e-08 293795_GRB071010B 26478 0
54 5.116577e+01 2.630132e+00 33 4.407554e-01 -8.445497e-01 -1.948070e+00 3.923087e+01 sw00359378000b_bgd.pha 5963.25 9920.11 8201.97 8782.21 50.662786 8.987728e-09 370791_GRB090926B 26478 0
55 5.056396e+01 4.463444e+00 19 2.928556e-01 -1.205666e+00 -3.057478e+00 1.303708e+01 sw00374210000b_bgd.pha 4566.4 8061.4 6866.85 5753.7 44.994283 6.145267e-10 163136_GRB051109A 26478 0
56 5.013367e+01 2.220016e+00 27 4.968919e-01 -1.421598e+00 -2.621576e+00 1.347845e+01 sw00180455000b_bgd.pha 3646.1 6706.72 5974.58 5146.46 56.990242 1.245689e-09 219101_GRB060714 26478 0
57 5.190674e+01 4.208343e+00 12 3.071994e-01 -9.042981e-01 -2.932781e+00 6.417031e+01 sw00151905000b_bgd.pha 4803.57 8991.95 8734.05 9018 46.628525 2.851187e-08 346386_GRB090313 26478 0
58 5.183899e+01 2.223678e+00 05 4.963275e-01 -6.970508e-01 -2.296457e+00 9.589756e+01 sw00423184000b_bgd.pha 3261.82 5995.94 5496.64 5188.7 50.662786 8.095814e-08 213630_GRB060605 26478 0
59 5.170532e+01 9.904795e+00 20 1.467244e-01 -6.416512e-01 -2.574678e+00 2.430570e+01 sw00181156000b_bgd.pha 3967.15 7289.78 6530.3 5682.08 56.291844 2.141132e-09 346386_GRB090313 26478 0
60 5.187927e+01 5.549151e+00 03 2.443065e-01 -8.413623e-01 -2.203753e+00 4.944425e+01 sw00441676000b_bgd.pha 2782.94 5139.57 4706.43 4269.23 35.017749 1.081736e-08 332931_GRB081029 26478 0
61 5.154419e+01 6.784225e-01 30 9.532761e-01 -1.328639e+00 -2.027822e+00 1.311771e+02 sw00501520000b_bgd.pha 3726.46 6847.9 6199.41 5351.34 40.675039 5.248414e-07 234905_GRB061021 26478 1
62 5.189941e+01 2.131524e+00 11 5.109333e-01 -8.813899e-01 -2.971538e+00 1.058317e+02 sw00457330000b_bgd.pha 4624.66 7359.54 5355.54 4594.27 31.393231 1.313956e-07 282003_GRB070611 26478 1
63 5.198975e+01 2.973115e+00 20 4.027067e-01 -7.602154e-01 -2.683058e+00 9.255641e+01 sw00155284000b_bgd.pha 4087.98 7548.05 6772.62 5652.83 56.291844 7.070499e-08 117504_GRB050505 26478 0
64 4.954956e+01 3.283142e+00 13 3.735575e-01 -9.292959e-01 -2.654463e+00 5.172284e+00 sw00375409000b_bgd.pha 3385.69 6278.98 5797.22 5116.64 56.990242 7.663710e-11 229185_GRB060912A 26478 0
65 4.989746e+01 9.566083e+00 12 1.514279e-01 -5.971632e-01 -2.845537e+00 3.129544e+00 sw00346386000b_bgd.pha 4273.28 7581.76 6598.19 5900.22 46.628525 7.875642e-12 217704_GRB060707 26478 0
66 4.962769e+01 1.949658e+00 11 5.424358e-01 -1.196838e+00 -1.919865e+00 8.217425e+00 sw00509543000b_bgd.pha 2868.53 5275.22 4788.91 4185.23 31.393231 4.282762e-10 373674_GRB091024 26478 0
67 5.166382e+01 5.231190e+00 02 2.567728e-01 -6.116565e-01 -2.491776e+00 4.055111e+01 sw00323984000b_bgd.pha 4570.53 8379.66 7568.53 7144.48 40.675 9.004812e-09 373172_GRB091018 26478 0
68 5.022400e+01 3.799448e+00 10 3.333717e-01 -1.064668e+00 -2.355424e+00 1.003397e+01 sw00432420000b_bgd.pha 3608.59 6683.95 6227.49 5780.21 19.267549 4.067666e-10 305288_GRB080310 26478 0
69 5.106567e+01 6.227794e+00 04 2.213677e-01 -8.768221e-01 -2.205093e+00 1.755884e+01 sw00352190000b_bgd.pha 3539.86 6593.38 6300.46 6241.87 40.675039 1.102474e-09 309010_GRB080411 26478 0
70 5.036926e+01 6.107567e+00 02 2.251122e-01 -8.064008e-01 -2.378836e+00 8.008939e+00 sw00313087000b_bgd.pha 3416.35 6449.25 6166.46 6044.4 40.675 1.790375e-10 299787_GRB071227 26478 0
71 5.120972e+01 2.137017e+00 12 5.100387e-01 -6.314564e-01 -2.279186e+00 4.775360e+01 sw00421814000b_bgd.pha 3261.12 6019.52 5559.68 5057.92 46.628525 2.307349e-08 192059_GRB060223A 26478 0
72 4.966736e+01 5.612621e+00 27 2.419615e-01 -3.636165e-01 -2.208126e+00 3.836808e+00 sw00202505000b_bgd.pha 3520.75 6539.6 6147.17 5916.54 56.990242 3.921551e-11 316534_GRB080710 26478 0
73 5.230896e+01 4.277306e+00 02 3.031850e-01 -5.511594e-01 -3.030295e+00 1.006311e+02 sw00501520000b_bgd.pha 3726.46 6847.9 6199.41 5351.34 40.675 6.774266e-08 313087_GRB080603B 26478 0
74 5.061951e+01 2.969453e+00 17 4.030782e-01 -6.185967e-01 -2.036575e+00 1.912878e+01 sw00333320000b_bgd.pha 4077.1 7504.37 6803.36 6069.62 0.075701 2.047502e-09 180455_GRB060206 26478 0
75 5.042847e+01 2.209031e+00 17 4.985929e-01 -6.814043e-01 -2.489678e+00 1.898996e+01 sw00333666000b_bgd.pha 3897.97 7284.46 6873.82 6831.09 0.075701 3.390737e-09 117504_GRB050505 26478 0
76 5.179810e+01 2.330479e+00 01 4.804114e-01 -9.403920e-01 -2.221447e+00 8.855350e+01 sw00416076000b_bgd.pha 4981.83 9062.68 8013.87 6473.41 50.694 6.300245e-08 252588_GRB061222A 26478 0
77 5.033875e+01 2.779042e+00 17 4.233877e-01 -9.447694e-01 -2.378972e+00 1.454305e+01 sw00284856000b_bgd.pha 4345.74 8121.84 7794.27 7847.7 0.075701 1.324452e-09 275087_GRB070411 26478 0
78 5.137512e+01 7.441052e+00 26 1.895498e-01 -1.129709e+00 -2.199087e+00 2.146985e+01 sw00436981000b_bgd.pha 4231.82 8149.74 8824.02 11819.8 46.628525 1.490337e-09 106709_GRB050223 26478 0
79 4.968079e+01 3.122026e+00 23 3.881587e-01 -4.306758e-01 -2.575275e+00 6.250963e+00 sw00112453000b_bgd.pha 4517.97 8443.03 8068.6 8359.28 31.393231 1.503026e-10 211957_GRB060526 26478 0
80 5.150085e+01 4.465885e+00 26 2.927248e-01 -1.221138e+00 -2.660818e+00 3.832051e+01 sw00176453000b_bgd.pha 3933.2 7264.4 6492.67 5294.45 46.628525 8.059405e-09 232585_GRB061006 26478 0
81 5.200378e+01 2.744866e+00 12 4.272516e-01 -5.362361e-01 -2.513947e+00 9.979766e+01 sw00358574000b_bgd.pha 3621.34 6547.81 5841.47 5219.09 46.628525 8.105218e-08 208654_GRB060505 26478 0
82 5.024353e+01 1.618880e+00 20 6.109481e-01 -8.494950e-01 -2.527735e+00 1.880676e+01 sw00312047000b_bgd.pha 4582.88 8107.15 6938.42 6231.74 56.291844 4.635118e-09 309010_GRB080411 26478 0
83 5.181152e+01 9.373842e+00 15 1.542341e-01 -3.094110e-01 -2.603586e+00 2.887265e+01 sw00438675000b_bgd.pha 3058.3 5634.06 5186.38 4913.81 44.994283 3.455172e-09 317508_GRB080721 26478 0
84 5.170166e+01 7.913417e+00 14 1.795047e-01 -1.324783e+00 -2.845102e+00 2.961082e+01 sw00251634000b_bgd.pha 3759.17 6914.37 6179.31 5168.29 56.291844 3.149121e-09 231362_GRB060927 26478 0
85 5.131409e+01 3.725603e+00 30 3.385811e-01 -1.605363e+00 -2.266072e+00 3.574792e+01 sw00432420000b_bgd.pha 3608.59 6683.95 6227.49 5780.21 40.675039 5.848621e-09 228006_GRB060904B 26478 0
86 5.243530e+01 1.997871e+00 30 5.337122e-01 -1.015199e+00 -2.292608e+00 2.048816e+02 sw00284856000b_bgd.pha 4345.74 8121.84 7794.27 7847.7 40.675039 3.075766e-07 346386_GRB090313 26478 1
87 5.181763e+01 7.724837e+00 22 1.833845e-01 -1.002348e+00 -2.373980e+00 3.457170e+01 sw00370846000b_bgd.pha 5149.7 9199.58 8365.89 8697.62 46.628525 4.590003e-09 159994_GRB051016B 26478 0
88 4.950562e+01 9.270703e+00 02 1.557829e-01 -5.558794e-01 -2.189117e+00 2.050558e+00 sw00429969000b_bgd.pha 4430.4 8212.14 7612.58 7161.97 40.675 7.385628e-12 338895_GRB090102 26478 0
89 4.997498e+01 2.397611e+00 21 4.709191e-01 -5.298731e-01 -2.632257e+00 1.064091e+01 sw00437016000b_bgd.pha 3417.17 6208.56 5504.1 4737.27 56.990242 7.454025e-10 180977_GRB060210 26478 0
90 5.161072e+01 1.914871e+00 15 5.489094e-01 -1.576353e-01 -2.623894e+00 8.154627e+01 sw00373871000b_bgd.pha 3541.28 6593.94 6199.92 6198.18 44.994283 8.922271e-08 217805_GRB060708 26478 1
91 4.857666e+01 9.333563e+00 12 1.548353e-01 -1.473345e+00 -2.580019e+00 6.994305e-01 sw00302888000b_bgd.pha 4771.04 8024.03 6639.46 6642.16 46.628525 2.437098e-13 209352_GRB060510B 26478 0
92 5.170288e+01 1.727512e+00 29 5.866152e-01 -6.592678e-01 -2.160703e+00 9.690325e+01 sw00291292000b_bgd.pha 5350.4 9190.4 7313.6 6067.2 50.662786 9.599429e-08 373458_GRB091020 26478 0
93 5.166809e+01 2.124201e+00 05 5.121310e-01 -5.310070e-01 -2.178441e+00 8.127763e+01 sw00506903000b_bgd.pha 4927.5 7950.58 5782.67 4438.11 50.662786 5.751335e-08 276205_GRB070419A 26478 0
94 5.257263e+01 1.717747e+00 12 5.887229e-01 -9.159438e-01 -2.717688e+00 2.647107e+02 sw00510649000b_bgd.pha 4062.8 7321.09 6494.13 5628.96 46.628525 5.924803e-07 156467_GRB050922C 26478 1
95 5.208618e+01 3.645045e+00 27 3.444531e-01 -1.153813e+00 -2.142646e+00 8.846378e+01 sw00226382000b_bgd.pha 3998.1 7482.1 7183.07 7239.47 56.990242 3.987772e-08 292934_GRB071003 26478 0
96 5.186646e+01 3.418627e+00 24 3.621034e-01 -9.677643e-01 -2.253703e+00 7.221124e+01 sw00146970000b_bgd.pha 6260.9 10885.9 8646.48 6275.71 19.267549 3.158800e-08 271019_GRB070318 26478 1
97 5.070679e+01 2.884012e+00 30 4.119451e-01 -1.533534e+00 -2.571130e+00 2.161611e+01 sw00152325000b_bgd.pha 4514.86 8201.66 7002.7 5350.72 40.675039 2.777357e-09 148225_GRB050730 26478 0
98 5.103638e+01 2.645389e+00 03 4.389107e-01 -1.075747e+00 -2.547470e+00 3.365962e+01 sw00278903000b_bgd.pha 4433.84 7920.37 6907.42 6241.01 35.017749 9.619710e-09 317508_GRB080721 26478 0
99 5.031616e+01 6.302095e-01 08 9.814689e-01 -1.162720e+00 -2.554446e+00 3.284749e+01 sw00275087000b_bgd.pha 4985.73 9236.86 8515.49 7794.57 46.628525 6.196275e-08 309010_GRB080411 26478 0
100 5.156006e+01 6.293706e+00 16 2.193672e-01 -7.848546e-01 -2.324828e+00 3.074296e+01 sw00416076000b_bgd.pha 4981.83 9062.68 8013.87 6473.41 26.557574 4.065192e-09 305288_GRB080310 26478 0
101 5.148315e+01 1.625593e+00 19 6.093861e-01 -1.105862e+00 -2.196687e+00 7.816535e+01 sw00371050000b_bgd.pha 4585.36 8728.05 8902.61 10530.2 44.994283 7.136862e-08 346386_GRB090313 26478 0
102 5.134033e+01 1.522454e+00 14 6.343029e-01 -9.614318e-01 -2.295362e+00 6.902514e+01 sw00177408000b_bgd.pha 3707.82 6884.09 6300.62 5721.96 56.291844 6.742542e-08 163136_GRB051109A 26478 0
103 5.138611e+01 2.681396e+00 07 4.346177e-01 -7.432956e-02 -2.214135e+00 4.985472e+01 sw00359378000b_bgd.pha 5963.25 9920.11 8201.97 8782.21 56.990242 1.965712e-08 309111_GRB080413B 26478 0
104 5.188965e+01 3.251407e+00 23 3.763460e-01 -4.357188e-01 -2.516180e+00 7.708255e+01 sw00346386000b_bgd.pha 4273.28 7581.76 6598.19 5900.22 31.393231 4.514285e-08 323898_GRB080905B 26478 1
105 5.206848e+01 3.424730e+00 26 3.616040e-01 -7.479758e-01 -2.296244e+00 9.099521e+01 sw00114299000b_bgd.pha 4122.3 7656.66 6986.29 6242.64 46.628525 5.031884e-08 346386_GRB090313 26478 0
106 5.067261e+01 1.236838e+00 20 7.152953e-01 -3.504438e-01 -2.259516e+00 3.608558e+01 sw00291728000b_bgd.pha 3746.46 6947.41 6408.3 5746.64 56.291844 2.563228e-08 295670_GRB071031 26478 0
107 5.245911e+01 5.818900e+00 17 2.346420e-01 -3.919564e-01 -2.425130e+00 9.257709e+01 sw00433273000b_bgd.pha 4277.58 7672.85 7016.56 6836.11 0.075701 3.976244e-08 228316_GRB060906 26478 1
108 5.192566e+01 6.914371e+00 11 2.021639e-01 -8.943960e-01 -2.355918e+00 4.315963e+01 sw00106709000b_bgd.pha 4253.68 7913.23 7315.23 6776.02 31.393231 7.869889e-09 330856_GRB081007 26478 0
109 5.181274e+01 1.680520e+00 19 5.968992e-01 -3.275159e-02 -2.434969e+00 1.118968e+02 sw00259803000b_bgd.pha 3372.13 6240.58 5616.18 4863.04 44.994283 1.518670e-07 286809_GRB070802 26478 1
110 5.032104e+01 5.773128e+00 22 2.362276e-01 -7.418620e-01 -2.411938e+00 7.950561e+00 sw00331856000b_bgd.pha 3909.6 7240 6524 5593.6 46.628525 1.814956e-10 229185_GRB060912A 26478 0
111 5.142456e+01 2.024113e+00 16 5.290807e-01 -5.016851e-01 -2.873795e+00 6.343761e+01 sw00178750000b_bgd.pha 4021.81 7513.39 7119.94 7028.64 26.557574 5.789448e-08 221755_GRB060729 26478 1
112 5.148438e+01 5.893355e+00 07 2.321076e-01 -6.715725e-01 -2.363460e+00 2.981408e+01 sw00338177000b_bgd.pha 13830.1 25633.1 23397.1 20452.6 56.990242 4.092915e-09 351588_GRB090510 26478 0
113 4.799011e+01 3.449141e+00 20 3.596199e-01 -1.222789e+00 -2.103264e+00 8.268839e-01 sw00261132000b_bgd.pha 5211.13 8624.22 6548.73 5185.16 56.291844 2.054643e-12 306757_GRB080319B 26478 0
114 5.240234e+01 6.613498e+00 25 2.101531e-01 -9.118204e-01 -2.353894e+00 7.766981e+01 sw00444643000b_bgd.pha 3996.46 7389.5 6811.13 6269.03 31.393231 2.552261e-08 373172_GRB091018 26478 0
115 4.976196e+01 3.743912e+00 16 3.372744e-01 -8.141014e-01 -2.498578e+00 5.963612e+00 sw00455155000b_bgd.pha 2933.98 5410.86 4926.53 4356.13 26.557574 1.142275e-10 228581_GRB060908 26478 0
116 5.207886e+01 4.628833e+00 31 2.842507e-01 -1.516103e+00 -2.482770e+00 7.238939e+01 sw00173780000b_bgd.pha 34214.3 62391.1 54578.7 44857.1 35.017749 2.396162e-08 310613_GRB080430 26478 0
117 5.101379e+01 3.935543e+00 30 3.241791e-01 -7.847549e-01 -2.702235e+00 2.422293e+01 sw00261299000b_bgd.pha 3890.77 7257.04 6933.49 7152.88 40.675039 3.630863e-09 114753_GRB050416A 26478 0
118 5.120300e+01 8.116643e+00 33 1.755032e-01 -1.000422e+00 -1.772593e+00 1.630539e+01 sw00261299000b_bgd.pha 3890.77 7257.04 6933.49 7152.88 50.662786 6.554837e-10 313087_GRB080603B 26478 0
