filename log_L z grid_id bin_size_emit alpha beta E_peak background_name bgd_15-25keV bgd_15-50keV bgd25-100keV bgd50-350keV theta flux burst_shape ndet trigger_index
12 5.167358e+01 9.768090e+00 22 1.485872e-01 -6.755542e-01 -1.966214e+00 2.373110e+01 sw00291614000b_bgd.pha 3804.26 7089.41 6521.12 5849.38 46.628525 1.635097e-09 335105_GRB081121 29413 0
13 5.055054e+01 2.453147e+00 21 4.633454e-01 -6.039599e-01 -2.252584e+00 2.031038e+01 sw00301981000b_bgd.pha 3240.94 6022.59 5490.59 4748.26 56.990242 3.263481e-09 243690_GRB061210 29413 0
14 5.175720e+01 1.678078e+00 14 5.974433e-01 -1.067688e+00 -2.446232e+00 1.050612e+02 sw00373871000b_bgd.pha 3541.28 6593.94 6199.92 6198.18 56.291844 1.393926e-07 373674_GRB091024 29413 0
15 5.200806e+01 2.065613e+00 22 5.219185e-01 -1.015231e+00 -2.371614e+00 1.225111e+02 sw00175603000b_bgd.pha 4410.86 8083.41 7088.98 5755.34 46.628525 1.379887e-07 373674_GRB091024 29413 1
16 5.181213e+01 3.549839e+00 25 3.516608e-01 -1.075086e+00 -2.261286e+00 6.587724e+01 sw00180455000b_bgd.pha 3646.1 6706.72 5974.58 5146.46 31.393231 2.546903e-08 358422_GRB090726 29413 0
17 5.206421e+01 6.004428e+00 11 2.284269e-01 -8.493020e-01 -2.235869e+00 5.720005e+01 sw00370791000b_bgd.pha 3962.38 7482.45 7081.65 5982.88 31.393231 1.410819e-08 238174_GRB061110B 29413 0
18 5.193665e+01 4.595877e+00 32 2.859248e-01 -6.262338e-01 -2.219019e+00 6.181860e+01 sw00291292000b_bgd.pha 5350.4 9190.4 7313.6 6067.2 40.675039 1.926960e-08 308041_GRB080330 29413 0
19 5.181763e+01 4.261438e+00 03 3.040994e-01 -1.030080e+00 -2.213932e+00 5.732890e+01 sw00106415000b_bgd.pha 4713.68 8701.05 7633.68 6520.53 35.017749 1.664369e-08 232683_GRB061007 29413 0
20 5.200073e+01 3.362480e+00 08 3.667638e-01 -1.414598e+00 -2.206622e+00 8.536843e+01 sw00304379000b_bgd.pha 3353.02 6198.26 5636.42 5128.61 46.628525 3.910595e-08 316534_GRB080710 29413 0
21 5.172241e+01 7.376971e+00 20 1.909998e-01 -7.423689e-01 -2.836425e+00 3.226886e+01 sw00284856000b_bgd.pha 4345.74 8121.84 7794.27 7847.7 56.291844 4.820205e-09 286809_GRB070802 29413 0
22 5.217773e+01 4.084454e+00 21 3.146847e-01 -5.597435e-01 -2.351000e+00 8.980230e+01 sw00228581000b_bgd.pha 3784.5 7057.06 6613.28 6467.07 56.990242 4.493864e-08 373172_GRB091018 29413 0
23 5.167847e+01 7.572875e+00 25 1.866352e-01 -1.015138e+00 -2.654819e+00 2.997585e+01 sw00510736000b_bgd.pha 3302.3 5964.75 5288.3 4905.94 31.393231 3.632993e-09 252593_GRB061222B 29413 0
24 5.151184e+01 3.723772e+00 09 3.387124e-01 -2.899904e-01 -1.920138e+00 4.490514e+01 sw00231974000b_bgd.pha 3781.97 6956.96 6309.25 5578.62 31.393231 9.053705e-09 180455_GRB060206 29413 0
25 5.203918e+01 2.229171e+00 18 4.954832e-01 -1.106489e+00 -3.114796e+00 1.205496e+02 sw00333320000b_bgd.pha 4077.1 7504.37 6803.36 6069.62 26.557574 1.519065e-07 151905_GRB050824 29413 1
26 5.176819e+01 3.305723e+00 18 3.715984e-01 -1.398033e+00 -1.989346e+00 6.617786e+01 sw00208870000b_bgd.pha 3869.54 7169.25 6472.61 5570.58 26.557574 2.053464e-08 177408_GRB060115 29413 0
27 5.158508e+01 4.232755e+00 27 3.057663e-01 -1.589965e+00 -2.771759e+00 4.410377e+01 sw00303609000b_bgd.pha 3352.54 6306.85 6049.86 6194.08 56.990242 9.509726e-09 295670_GRB071031 29413 0
28 5.203552e+01 3.360039e+00 07 3.669692e-01 -7.134655e-01 -2.889206e+00 8.890689e+01 sw00296856000b_bgd.pha 4174.83 7894.75 7902.03 8919.41 56.990242 6.350419e-08 113120_GRB050401 29413 0
29 5.108032e+01 3.056114e+00 32 3.944662e-01 -1.003285e+00 -2.154034e+00 3.182112e+01 sw00177408000b_bgd.pha 3707.82 6884.09 6300.62 5721.96 40.675039 6.185839e-09 319036_GRB080805 29413 0
30 4.975830e+01 6.499374e+00 33 2.133512e-01 -6.483070e-01 -1.790103e+00 3.756557e+00 sw00111063000b_bgd.pha 6471.95 10663.6 7972.45 6117.44 50.662786 3.535482e-11 263361_GRB070306 29413 0
31 5.042664e+01 2.189502e+00 30 5.016457e-01 -1.176149e+00 -3.090488e+00 1.906600e+01 sw00159994000b_bgd.pha 3864.03 7076.16 6259.12 5326.16 40.675039 3.244045e-09 228006_GRB060904B 29413 0
32 5.109375e+01 5.765804e+00 22 2.364833e-01 -9.164634e-01 -2.440909e+00 1.937404e+01 sw00333666000b_bgd.pha 3897.97 7284.46 6873.82 6831.09 46.628525 1.522972e-09 208169_GRB060502A 29413 0
33 5.118958e+01 5.995274e+00 04 2.287259e-01 -8.520787e-01 -2.279975e+00 2.092413e+01 sw00106709000b_bgd.pha 4253.68 7913.23 7315.23 6776.02 40.675039 1.726473e-09 309010_GRB080411 29413 0
34 5.076111e+01 2.296303e+00 26 4.853923e-01 -5.324013e-01 -2.496652e+00 2.711388e+01 sw00280706000b_bgd.pha 4582.85 8291.74 7231.07 5826.74 46.628525 7.591881e-09 111622_GRB050319 29413 0
35 5.106567e+01 4.146093e+00 26 3.109155e-01 -5.958749e-01 -2.495206e+00 2.466175e+01 sw00444643000b_bgd.pha 3996.46 7389.5 6811.13 6269.03 46.628525 3.596551e-09 106709_GRB050223 29413 0
36 4.866760e+01 6.312014e+00 15 2.188180e-01 -8.997664e-01 -2.187888e+00 1.097561e+00 sw00255445000b_bgd.pha 3874.14 7197.73 6713.9 6229.55 44.994283 2.180674e-12 228006_GRB060904B 29413 0
37 5.176392e+01 2.480000e+00 12 4.597701e-01 -1.251562e+00 -1.843586e+00 8.147856e+01 sw00453628000b_bgd.pha 4250.91 7453.6 6268.34 5500.37 46.628525 3.371693e-08 319036_GRB080805 29413 0
38 4.989990e+01 2.938939e+00 30 4.062008e-01 -6.762971e-01 -2.201393e+00 8.418535e+00 sw00359951000b_bgd.pha 3351.52 6226.35 5738.48 5054.45 40.675039 3.620443e-10 130088_GRB050525A 29413 0
39 5.184631e+01 4.511657e+00 12 2.902938e-01 -8.178008e-01 -1.795720e+00 5.656387e+01 sw00310219000b_bgd.pha 3852.64 7123.3 6433.26 5407.3 46.628525 1.073114e-08 317508_GRB080721 29413 0
40 5.223816e+01 2.820542e+00 22 4.187887e-01 -7.198634e-01 -3.044149e+00 1.281207e+02 sw00423184000b_bgd.pha 3261.82 5995.94 5496.64 5188.7 46.628525 1.375540e-07 324895_GRB080916A 29413 1
41 5.167969e+01 1.631086e+00 10 6.081139e-01 -3.575912e-01 -1.983826e+00 9.780775e+01 sw00227996000b_bgd.pha 3986.82 7366.61 6854.75 6461.28 19.267549 8.314917e-08 370791_GRB090926B 29413 1
42 4.956177e+01 6.270515e+00 02 2.200670e-01 -1.138653e+00 -1.983223e+00 3.090176e+00 sw00177408000b_bgd.pha 3707.82 6884.09 6300.62 5721.96 40.675 2.364375e-11 240766_GRB061126 29413 0
43 5.169556e+01 1.377205e+00 11 6.730593e-01 -8.098000e-01 -2.224464e+00 1.102494e+02 sw00286373000b_bgd.pha 3999.76 7470.46 7013.52 6625.58 31.393231 1.672801e-07 359711_GRB090812 29413 1
44 5.151611e+01 4.097270e+00 01 3.138935e-01 -1.025298e+00 -2.226191e+00 4.181996e+01 sw00241963000b_bgd.pha 4403.22 8154.3 7421.7 6203.68 50.694 9.137901e-09 152113_GRB050826 29413 0
45 5.130737e+01 3.540685e+00 13 3.523697e-01 -1.175004e+00 -2.154787e+00 3.691728e+01 sw00154112000b_bgd.pha 3820.88 7070.96 6351.04 5385.98 56.990242 7.231210e-09 180977_GRB060210 29413 0
46 5.147644e+01 2.588632e+00 30 4.458524e-01 -8.931426e-01 -1.728361e+00 5.674870e+01 sw00419404000b_bgd.pha 4831.63 8254.9 6782.02 5590.74 40.675039 1.369382e-08 106709_GRB050223 29413 0
47 5.202759e+01 3.140334e+00 31 3.864422e-01 3.029456e-02 -2.988553e+00 9.277332e+01 sw00370791000b_bgd.pha 3962.38 7482.45 7081.65 5982.88 35.017749 7.763328e-08 117504_GRB050505 29413 0
48 5.144836e+01 4.301717e+00 09 3.017890e-01 -1.103625e+00 -2.682369e+00 3.719034e+01 sw00444643000b_bgd.pha 3996.46 7389.5 6811.13 6269.03 31.393231 8.137639e-09 332931_GRB081029 29413 0
49 5.233093e+01 5.238513e+00 33 2.564714e-01 -1.421897e+00 -2.358911e+00 8.730714e+01 sw00341749000b_bgd.pha 3887.6 7261.33 6978.67 7087.33 50.662786 3.205355e-08 370846_GRB090927 29413 0
50 5.050476e+01 4.155248e+00 22 3.103634e-01 -1.026475e+00 -2.862865e+00 1.290611e+01 sw00504779000b_bgd.pha 5173.12 9066.16 8232.64 9264.98 46.628525 6.715631e-10 229185_GRB060912A 29413 0
51 5.047485e+01 3.658471e+00 07 3.434603e-01 -5.752281e-01 -2.010583e+00 1.379901e+01 sw00323542000b_bgd.pha 5120.89 9598.42 9367.97 9923.91 56.990242 8.466808e-10 373458_GRB091020 29413 0
52 5.011536e+01 4.406077e+00 18 2.959632e-01 -1.005708e+00 -2.056176e+00 7.860688e+00 sw00113872000b_bgd.pha 4058.42 7488.96 6632.77 5527.38 26.557574 2.144313e-10 285654_GRB070721B 29413 0
53 5.129150e+01 3.685934e+00 10 3.414474e-01 -5.458333e-01 -2.749003e+00 3.512532e+01 sw00440635000b_bgd.pha 3655.07 7045.63 7606.05 9912.69 19.267549 9.400311e-09 211957_GRB060526 29413 0
54 4.948730e+01 2.826035e+00 09 4.181875e-01 -1.291550e+00 -2.808321e+00 5.389742e+00 sw00254532000b_bgd.pha 3913.25 7263.65 6707.39 6458.9 31.393231 8.290896e-11 359951_GRB090814A 29413 0
55 5.141479e+01 3.866580e+00 14 3.287730e-01 -1.412451e+00 -2.750344e+00 3.897967e+01 sw00282445000b_bgd.pha 4492.39 8230.6 7533.74 6985.12 56.291844 8.729095e-09 346386_GRB090313 29413 0
56 4.899841e+01 3.211128e+00 13 3.799457e-01 -9.669827e-01 -2.756030e+00 2.789155e+00 sw00155242000b_bgd.pha 3817.66 7032.14 6286.9 5314.08 56.990242 1.327838e-11 359711_GRB090812 29413 0
57 5.259949e+01 1.679299e+00 05 5.971711e-01 -9.852787e-01 -2.313280e+00 2.769409e+02 sw00294645000b_bgd.pha 3827.79 7072.78 6443.02 5598.5 50.662786 5.765936e-07 309010_GRB080411 29413 1
58 5.034485e+01 6.899114e+00 01 2.025544e-01 -9.294678e-01 -2.529150e+00 7.006652e+00 sw00217704000b_bgd.pha 3753.66 6910.62 6165.54 5098.38 50.694 1.083109e-10 224552_GRB060814 29413 0
59 5.139648e+01 2.169362e+00 17 5.048334e-01 -1.046544e+00 -2.248655e+00 5.860503e+01 sw00211117000b_bgd.pha 4392.78 8101.84 7559.02 7459.74 0.075701 3.142626e-08 316204_GRB080707 29413 1
60 5.202515e+01 2.269450e+00 07 4.893790e-01 -6.355320e-01 -2.323573e+00 1.171556e+02 sw00511235000b_bgd.pha 2925.96 5366.43 4937.74 4524.7 56.990242 1.125244e-07 357512_GRB090715B 29413 0
61 5.260925e+01 4.772251e+00 32 2.771882e-01 -6.653492e-01 -2.244309e+00 1.300007e+02 sw00303609000b_bgd.pha 3352.54 6306.85 6049.86 6194.08 40.675039 7.080562e-08 359530_GRB090809A 29413 0
62 5.191772e+01 4.645921e+00 32 2.833904e-01 -1.065857e+00 -3.005703e+00 5.995040e+01 sw00287088000b_bgd.pha 3921.01 7228.7 6600.74 5804.38 40.675039 2.250968e-08 280706_GRB070529 29413 0
63 4.806885e+01 3.538244e+00 03 3.525593e-01 -4.473663e-01 -2.987490e+00 8.875658e-01 sw00156467000b_bgd.pha 4038.16 7385.42 6482.34 5256.99 35.017749 3.158628e-13 278693_GRB070506 29413 0
64 5.131104e+01 7.847505e+00 19 1.808419e-01 -1.275917e+00 -2.038973e+00 1.902661e+01 sw00357498000b_bgd.pha 3310.78 6131.63 5636.78 5032.74 44.994283 1.010459e-09 297114_GRB071122 29413 0
65 5.110229e+01 1.733005e+00 15 5.854363e-01 -1.083666e+00 -2.562724e+00 4.843638e+01 sw00143708000b_bgd.pha 4892.54 9054.3 8214.55 6802.17 44.994283 3.282944e-08 213630_GRB060605 29413 0
66 5.121460e+01 4.440864e+00 33 2.940710e-01 -1.053136e+00 -2.781680e+00 2.768832e+01 sw00433273000b_bgd.pha 4277.58 7672.85 7016.56 6836.11 50.662786 4.262590e-09 275087_GRB070411 29413 0
67 5.197693e+01 2.987762e+00 23 4.012276e-01 -1.170486e+00 -2.633349e+00 9.086565e+01 sw00301981000b_bgd.pha 3240.94 6022.59 5490.59 4748.26 31.393231 6.254727e-08 117504_GRB050505 29413 1
68 5.129089e+01 3.718280e+00 18 3.391067e-01 -7.375916e-01 -1.959519e+00 3.486002e+01 sw00315080000b_bgd.pha 4184 7665.82 7105.62 7202.85 26.557574 5.580697e-09 209755_GRB060512 29413 0
69 5.194580e+01 1.001876e+00 04 7.992501e-01 -1.051708e+00 -2.066863e+00 1.746336e+02 sw00176702000b_bgd.pha 4114.18 7579.68 6823.76 5819.62 40.675039 4.819459e-07 263361_GRB070306 29413 1
70 5.174744e+01 2.347567e+00 33 4.779591e-01 -4.936104e-01 -2.587247e+00 8.311005e+01 sw00292934000b_bgd.pha 5810.4 9920.78 8302.64 7895.07 50.662786 7.197476e-08 113120_GRB050401 29413 0
71 5.219238e+01 7.372699e+00 08 1.910973e-01 -4.855212e-01 -1.725116e+00 5.546136e+01 sw00508161000b_bgd.pha 3325.3 5974.42 5249.73 4614.77 46.628525 8.075776e-09 106709_GRB050223 29413 0
72 5.187500e+01 4.078961e+00 31 3.150250e-01 -9.323210e-02 -2.377247e+00 6.344387e+01 sw00228006000b_bgd.pha 4170.64 7689.3 6977.2 6106.61 35.017749 2.491987e-08 332931_GRB081029 29413 0
73 5.203674e+01 3.160474e+00 22 3.845716e-01 -8.405207e-01 -2.517240e+00 9.330251e+01 sw00290843000b_bgd.pha 5769.86 9801.78 7916.94 6671.68 46.628525 6.306815e-08 285654_GRB070721B 29413 0
74 5.170532e+01 4.047226e+00 16 3.170058e-01 -1.413661e+00 -2.748628e+00 5.251374e+01 sw00305011000b_bgd.pha 3768.8 6944.27 6256.75 5296.11 26.557574 1.572425e-08 240766_GRB061126 29413 0
75 5.027954e+01 4.512878e+00 04 2.902295e-01 -8.194868e-01 -2.518007e+00 9.312295e+00 sw00230115000b_bgd.pha 5377.41 8806.85 6527.14 4985.81 40.675039 3.000888e-10 229185_GRB060912A 29413 0
76 5.002930e+01 1.733615e+00 07 5.853056e-01 -9.740207e-01 -1.843260e+00 1.407913e+01 sw00346386000b_bgd.pha 4273.28 7581.76 6598.19 5900.22 56.990242 1.384870e-09 373458_GRB091020 29413 0
77 5.203064e+01 2.559338e+00 10 4.495218e-01 -8.707012e-01 -2.717368e+00 1.082967e+02 sw00276321000b_bgd.pha 4383.87 8035.5 7210.48 6537.18 19.267549 1.058692e-07 113120_GRB050401 29413 1
78 5.194641e+01 6.544535e+00 31 2.120740e-01 -8.321057e-01 -2.030694e+00 4.637006e+01 sw00429969000b_bgd.pha 4430.4 8212.14 7612.58 7161.97 35.017749 7.764942e-09 208654_GRB060505 29413 0
79 5.161926e+01 2.856549e+00 26 4.148787e-01 -4.851812e-01 -2.659033e+00 6.224393e+01 sw00371050000b_bgd.pha 4585.36 8728.05 8902.61 10530.2 46.628525 3.649332e-08 346386_GRB090313 29413 0
80 5.164795e+01 5.377660e+00 03 2.508757e-01 -6.923144e-01 -2.392958e+00 3.890253e+01 sw00145581000b_bgd.pha 4151.06 7625.14 6814.29 6001.09 35.017749 7.680385e-09 282003_GRB070611 29413 0
81 4.857605e+01 6.728232e+00 19 2.070331e-01 -8.739734e-01 -2.904587e+00 9.345645e-01 sw00115214000b_bgd.pha 4204.45 7708.59 6750.03 5471.26 44.994283 2.702435e-13 224552_GRB060814 29413 0
82 5.206848e+01 3.294128e+00 01 3.726019e-01 -1.008863e+00 -2.650979e+00 9.376275e+01 sw00146970000b_bgd.pha 6260.9 10885.9 8646.48 6275.71 50.694 6.328392e-08 209352_GRB060510B 29413 0
83 5.026794e+01 2.822983e+00 15 4.185213e-01 -1.167867e+00 -1.831461e+00 1.325056e+01 sw00131560000b_bgd.pha 4004.21 7344.06 6510.29 5397.76 44.994283 7.528999e-10 359530_GRB090809A 29413 0
84 5.193970e+01 2.138848e+00 32 5.097412e-01 -7.039144e-01 -2.302924e+00 1.105969e+02 sw00228581000b_bgd.pha 3784.5 7057.06 6613.28 6467.07 40.675039 1.075371e-07 156467_GRB050922C 29413 0
85 4.793030e+01 1.509638e+00 07 6.375421e-01 -1.146035e+00 -2.440874e+00 1.368366e+00 sw00337073000b_bgd.pha 4173.29 7901.14 8017.78 9321.75 56.990242 9.303994e-12 213823_GRB060607A 29413 0
86 5.242188e+01 3.049401e+00 07 3.951201e-01 -1.029438e+00 -2.578786e+00 1.493521e+02 sw00357512000b_bgd.pha 3480.37 6488.66 6102.46 5938.34 56.990242 1.423666e-07 234905_GRB061021 29413 0
87 5.177979e+01 2.888895e+00 07 4.114279e-01 -4.366785e-01 -2.228270e+00 7.425590e+01 sw00232585000b_bgd.pha 3998.56 7407.28 6786.59 6230.7 56.990242 3.848503e-08 208169_GRB060502A 29413 0
88 5.211365e+01 2.494647e+00 18 4.578431e-01 -1.174709e+00 -2.794424e+00 1.213626e+02 sw00207399000b_bgd.pha 4272.54 7968.48 7335.33 6667.73 26.557574 1.275282e-07 209352_GRB060510B 29413 1
89 4.965027e+01 6.533550e+00 27 2.123833e-01 -5.520986e-01 -2.405635e+00 3.302168e+00 sw00355359000b_bgd.pha 3707.97 6845.6 6266.7 5410.64 56.990242 2.060659e-11 163136_GRB051109A 29413 0
90 5.109802e+01 2.134576e+00 12 5.104359e-01 -1.248497e+00 -2.492596e+00 4.202397e+01 sw00118707000b_bgd.pha 4282.03 7837.52 6957.62 6174.02 46.628525 1.784142e-08 352648_GRB090519 29413 0
91 5.117310e+01 8.808713e+00 24 1.631203e-01 -1.334133e+00 -2.695658e+00 1.464200e+01 sw00423181000b_bgd.pha 3215.76 5934.4 5412.1 4683.26 19.267549 5.426212e-10 217704_GRB060707 29413 0
92 5.199829e+01 3.423509e+00 10 3.617038e-01 -5.159806e-01 -2.240775e+00 8.395434e+01 sw00213630000b_bgd.pha 3920.2 7243.2 6641.28 5987.86 19.267549 4.212656e-08 229185_GRB060912A 29413 1
93 5.119873e+01 3.506509e+00 19 3.550420e-01 -1.069549e+00 -2.434304e+00 3.282386e+01 sw00421124000b_bgd.pha 5716.82 9376.77 7457.52 7187.63 44.994283 6.804555e-09 276205_GRB070419A 29413 0
94 4.879883e+01 4.155858e+00 24 3.103266e-01 -1.268661e+00 -2.213825e+00 1.810413e+00 sw00222683000b_bgd.pha 3862.75 7110.69 6417.42 5533.09 19.267549 8.115261e-12 217805_GRB060708 29413 0
95 4.927917e+01 3.416186e+00 22 3.623036e-01 -5.756702e-01 -2.698142e+00 3.674554e+00 sw00143708000b_bgd.pha 4892.54 9054.3 8214.55 6802.17 46.628525 2.979395e-11 232683_GRB061007 29413 0
96 5.103088e+01 1.987496e+00 12 5.355656e-01 -8.494108e-01 -2.302918e+00 4.081306e+01 sw00316534000b_bgd.pha 3774.35 7102.74 6943.84 7283.65 46.628525 1.801831e-08 359951_GRB090814A 29413 0
97 5.195618e+01 2.930395e+00 26 4.070838e-01 -4.392985e-01 -2.542522e+00 9.001540e+01 sw00177408000b_bgd.pha 3707.82 6884.09 6300.62 5721.96 46.628525 6.542146e-08 326115_GRB080928 29413 1
98 5.192566e+01 3.099445e+00 15 3.902967e-01 -1.321375e+00 -2.168427e+00 8.332381e+01 sw00231362000b_bgd.pha 4155.94 7664.91 6979.92 6104.32 44.994283 3.989400e-08 350184_GRB090423 29413 0
99 5.196106e+01 7.067554e+00 21 1.983253e-01 -1.387628e+00 -1.772505e+00 4.410141e+01 sw00350853000b_bgd.pha 3588.63 6655.26 6132.28 5735.22 56.990242 4.941903e-09 313417_GRB080607 29413 0
100 5.217163e+01 8.426671e+00 18 1.697312e-01 -9.716835e-01 -2.394599e+00 4.809741e+01 sw00323542000b_bgd.pha 5120.89 9598.42 9367.97 9923.91 26.557574 8.966311e-09 117504_GRB050505 29413 0
101 5.175049e+01 5.552813e+00 27 2.441699e-01 -4.273485e-01 -1.542423e+00 4.260700e+01 sw00151334000b_bgd.pha 4443.17 8189.24 7580.78 7215.31 56.990242 3.993510e-09 232585_GRB061006 29413 0
102 5.221558e+01 5.055426e+00 05 2.642258e-01 -4.888178e-01 -2.607358e+00 7.876041e+01 sw00319036000b_bgd.pha 3564.61 6649.97 6098.72 5133.73 50.662786 3.531045e-08 221755_GRB060729 29413 0
103 5.043579e+01 1.194728e+00 10 7.290196e-01 -8.241594e-01 -2.622597e+00 2.800137e+01 sw00306858000b_bgd.pha 4136.11 7709.79 7151.15 6640.61 19.267549 1.799783e-08 342121_GRB090205 29413 0
104 5.093994e+01 4.030138e+00 20 3.180827e-01 -7.727685e-01 -2.863304e+00 2.183008e+01 sw00303631000b_bgd.pha 4144.75 7571.04 6687.79 5924.77 56.291844 2.839456e-09 180455_GRB060206 29413 0
105 5.064331e+01 7.007135e+00 30 1.998218e-01 -5.436196e-01 -2.304310e+00 9.746365e+00 sw00332931000b_bgd.pha 3896.03 7232.02 6687.35 5983.29 40.675039 2.820671e-10 324895_GRB080916A 29413 0
106 4.908569e+01 5.323344e+00 07 2.530307e-01 -8.948066e-01 -2.108738e+00 2.053830e+00 sw00378554000b_bgd.pha 3182.35 5912.7 5486.3 4893.74 56.990242 1.039428e-11 221755_GRB060729 29413 0
107 5.083435e+01 6.731284e+00 24 2.069514e-01 -1.187278e+00 -2.481667e+00 1.257732e+01 sw00345551000b_bgd.pha 5447.37 9175.22 7377.79 6428.06 19.267549 4.572130e-10 159994_GRB051016B 29413 0
108 5.113708e+01 1.217309e+00 11 7.215954e-01 -6.589093e-01 -2.592648e+00 6.214137e+01 sw00307604000b_bgd.pha 6445.04 10581 8166.03 7245.38 31.393231 9.264599e-08 305288_GRB080310 29413 1
109 5.096863e+01 3.839727e+00 26 3.305971e-01 -7.849511e-01 -2.031584e+00 2.345080e+01 sw00308812000b_bgd.pha 4385.7 8103.6 7412.8 6630.43 46.628525 2.550792e-09 151207_GRB050820A 29413 0
110 5.174805e+01 3.972160e+00 13 3.217917e-01 -4.344040e-01 -2.362145e+00 5.599418e+01 sw00202505000b_bgd.pha 3520.75 6539.6 6147.17 5916.54 56.990242 1.963870e-08 286809_GRB070802 29413 0
111 5.185608e+01 7.388412e-01 32 9.201530e-01 -4.077688e-01 -2.584052e+00 1.813194e+02 sw00177408000b_bgd.pha 3707.82 6884.09 6300.62 5721.96 40.675039 1.030098e-06 355083_GRB090618 29413 1
112 5.116577e+01 2.826645e+00 07 4.181208e-01 -5.901736e-01 -1.586658e+00 3.721621e+01 sw00206257000b_bgd.pha 4198.48 7737.02 7111.5 6473.86 56.990242 4.347171e-09 374210_GRB091029 29413 0
113 5.193298e+01 7.408096e+00 17 1.902928e-01 -6.565954e-01 -1.680294e+00 4.096931e+01 sw00231231000b_bgd.pha 5122.37 8504.64 6626.38 5444.64 0.075701 4.173957e-09 350311_GRB090424 29413 0
114 4.979309e+01 4.293173e+00 17 3.022761e-01 -8.745999e-01 -2.767003e+00 5.539797e+00 sw00359951000b_bgd.pha 3351.52 6226.35 5738.48 5054.45 0.075701 6.716341e-11 319584_GRB080810 29413 0
115 5.210449e+01 4.269372e+00 33 3.036415e-01 -1.024199e+00 -2.371095e+00 7.964377e+01 sw00106442000b_bgd.pha 4740.03 8721.14 7692.51 6271.87 50.662786 3.431103e-08 252593_GRB061222B 29413 0
116 4.944519e+01 1.497432e+00 22 6.406580e-01 -5.618602e-01 -2.513194e+00 7.866219e+00 sw00130679000b_bgd.pha 4254.51 7835.6 7171.34 6395.41 46.628525 6.136708e-10 338895_GRB090102 29413 0
117 5.119812e+01 2.093076e+00 18 5.172844e-01 -1.275051e+00 -2.266426e+00 4.778967e+01 sw00508161000b_bgd.pha 3325.3 5974.42 5249.73 4614.77 26.557574 2.090377e-08 192059_GRB060223A 29413 0
118 5.142761e+01 5.316630e+00 18 2.532996e-01 -9.273674e-01 -2.933969e+00 3.047792e+01 sw00146227000b_bgd.pha 7392.9 12418.7 9299.31 6666.78 26.557574 4.973317e-09 228581_GRB060908 29413 0
