filename log_L z grid_id bin_size_emit alpha beta E_peak background_name bgd_15-25keV bgd_15-50keV bgd25-100keV bgd50-350keV theta flux burst_shape ndet trigger_index
2258 4.824951e+01 3.843389e+00 33 3.303472e-01 -8.237470e-01 -2.403007e+00 1.023932e+00 sw00436981000b_bgd.pha 4231.82 8149.74 8824.02 11819.8 50.662786 1.814637e-12 178750_GRB060124 26997 0
2259 5.050354e+01 2.995696e+00 08 4.004309e-01 -4.821945e-01 -2.505897e+00 1.662808e+01 sw00353567000b_bgd.pha 3900.89 7298.38 7013.42 6956.85 46.628525 1.892728e-09 150314_GRB050814 26997 0
2260 5.124390e+01 3.751081e-01 09 1.163545e+00 -4.967058e-01 -2.278806e+00 1.133120e+02 sw00217805000b_bgd.pha 3757.44 6953.68 6319.12 5541.5 31.393231 1.397027e-06 211957_GRB060526 26997 1
2261 5.183533e+01 3.328304e+00 24 3.696598e-01 -5.939582e-01 -2.385353e+00 7.112305e+01 sw00222683000b_bgd.pha 3862.75 7110.69 6417.42 5533.09 19.267549 3.528081e-08 228316_GRB060906 26997 1
2262 5.177795e+01 3.134232e+00 30 3.870127e-01 -1.629246e+00 -2.420102e+00 6.970225e+01 sw00346386000b_bgd.pha 4273.28 7581.76 6598.19 5900.22 40.675039 2.763317e-08 370791_GRB090926B 26997 0
2263 5.038208e+01 9.865126e+00 07 1.472601e-01 -6.314542e-01 -2.424832e+00 5.317039e+00 sw00435160000b_bgd.pha 6324.41 9757.5 6616.94 5294.24 56.990242 5.183105e-11 294835_GRB071020 26997 0
2264 5.047485e+01 5.778620e+00 26 2.360362e-01 -9.391411e-01 -2.301382e+00 9.483093e+00 sw00148522000b_bgd.pha 4401.79 8029.61 7252.86 6731.49 46.628525 2.758316e-10 342121_GRB090205 26997 0
2265 5.153381e+01 9.714994e+00 29 1.493235e-01 -1.095342e+00 -2.144177e+00 2.030390e+01 sw00151905000b_bgd.pha 4803.57 8991.95 8734.05 9018 50.662786 1.169840e-09 324561_GRB080913 26997 0
2266 5.217285e+01 2.234053e+00 33 4.947352e-01 -1.161278e+00 -2.427897e+00 1.403923e+02 sw00332931000b_bgd.pha 3896.03 7232.02 6687.35 5983.29 50.662786 1.625436e-07 313417_GRB080607 26997 0
2267 5.204712e+01 3.139114e+00 02 3.865562e-01 -1.013661e+00 -2.702225e+00 9.491105e+01 sw00117504000b_bgd.pha 3691.76 6776.26 5995.79 4948.42 40.675 6.839251e-08 349510_GRB090418A 26997 0
2268 5.099976e+01 3.136062e+00 29 3.868414e-01 -1.932830e-01 -2.751500e+00 2.844169e+01 sw00297114000b_bgd.pha 4216.24 7708.69 6847.92 5841.87 50.662786 7.123350e-09 211957_GRB060526 26997 0
2269 5.175964e+01 4.313313e+00 03 3.011304e-01 -6.371522e-01 -1.767246e+00 5.310323e+01 sw00511235000b_bgd.pha 2925.96 5366.43 4937.74 4524.7 35.017749 9.385138e-09 178750_GRB060124 26997 0
2270 5.180786e+01 8.926499e+00 12 1.611847e-01 -1.020554e+00 -2.318672e+00 3.004686e+01 sw00282445000b_bgd.pha 4492.39 8230.6 7533.74 6985.12 46.628525 3.101188e-09 330856_GRB081007 26997 0
2271 5.085876e+01 3.244084e+00 18 3.769954e-01 -8.300211e-01 -2.487165e+00 2.356476e+01 sw00282003000b_bgd.pha 3938.75 7233.79 6589.68 6050.26 26.557574 3.759328e-09 214805_GRB060614 26997 0
2272 5.207397e+01 7.382464e+00 04 1.908747e-01 -1.588847e+00 -1.872691e+00 4.833706e+01 sw00337073000b_bgd.pha 4173.29 7901.14 8017.78 9321.75 40.675039 5.925561e-09 294835_GRB071020 26997 0
2273 5.174927e+01 2.209031e+00 03 4.985929e-01 -5.156212e-01 -2.553612e+00 8.688092e+01 sw00159994000b_bgd.pha 3864.03 7076.16 6259.12 5326.16 35.017749 8.123577e-08 317508_GRB080721 26997 0
2274 5.115479e+01 4.534238e+00 04 2.891094e-01 -5.965798e-01 -2.494124e+00 2.540969e+01 sw00356912000b_bgd.pha 3204.8 5987.52 5622.24 5129.7 40.675039 3.607222e-09 350311_GRB090424 26997 0
2275 5.123474e+01 3.822639e+00 07 3.317685e-01 -7.695972e-01 -2.524561e+00 3.197057e+01 sw00370846000b_bgd.pha 5149.7 9199.58 8365.89 8697.62 56.990242 6.666021e-09 359951_GRB090814A 26997 0
2276 5.007690e+01 6.725181e+00 22 2.071149e-01 -8.429989e-01 -2.090774e+00 5.262693e+00 sw00206257000b_bgd.pha 4198.48 7737.02 7111.5 6473.86 46.628525 7.176107e-11 313087_GRB080603B 26997 0
2277 4.994141e+01 4.315144e+00 05 3.010267e-01 -7.379660e-01 -2.097826e+00 6.544142e+00 sw00282808000b_bgd.pha 3734.85 6855.95 6196.37 5320.93 50.662786 1.515646e-10 211117_GRB060522 26997 0
2278 4.944763e+01 6.079494e+00 33 2.260049e-01 -4.640141e-01 -2.430787e+00 2.782776e+00 sw00213823000b_bgd.pha 4214.99 7849.82 7225.1 6195.3 50.662786 1.389547e-11 309010_GRB080411 26997 0
2279 5.166809e+01 1.419315e+00 05 6.613442e-01 -6.640018e-01 -2.061263e+00 1.049585e+02 sw00436094000b_bgd.pha 3504.74 6446.58 5918.59 5770.85 50.662786 1.245020e-07 213823_GRB060607A 26997 0
2280 5.033020e+01 6.745931e+00 16 2.065601e-01 -9.650554e-01 -2.712444e+00 7.025724e+00 sw00296503000b_bgd.pha 3538.54 6527.74 5962.45 5186.45 26.557574 9.742948e-11 180977_GRB060210 26997 0
2281 5.067688e+01 9.406187e+00 05 1.537547e-01 -4.491421e-01 -2.864049e+00 7.794942e+00 sw00436094000b_bgd.pha 3504.74 6446.58 5918.59 5770.85 50.662786 1.073709e-10 131560_GRB050603 26997 0
2282 5.171082e+01 1.518182e+00 31 6.353790e-01 -1.204286e+00 -2.050814e+00 1.059217e+02 sw00432420000b_bgd.pha 3608.59 6683.95 6227.49 5780.21 35.017749 1.174719e-07 294835_GRB071020 26997 0
2283 5.152954e+01 4.585502e+00 20 2.864559e-01 -8.580221e-01 -2.503541e+00 3.875902e+01 sw00323984000b_bgd.pha 4570.53 8379.66 7568.53 7144.48 56.291844 8.586404e-09 238174_GRB061110B 26997 0
2284 5.105835e+01 4.371290e+00 18 2.978800e-01 -5.959654e-01 -2.553746e+00 2.342938e+01 sw00316534000b_bgd.pha 3774.35 7102.74 6943.84 7283.65 26.557574 3.127244e-09 224552_GRB060814 26997 0
2285 5.137817e+01 5.458218e+00 19 2.477464e-01 -9.596490e-01 -2.332222e+00 2.816040e+01 sw00279935000b_bgd.pha 4040.93 7515.25 7110.53 6720.21 44.994283 3.519969e-09 228006_GRB060904B 26997 0
2286 5.031982e+01 3.013394e+00 31 3.986651e-01 -5.809695e-01 -2.801861e+00 1.339877e+01 sw00180151000b_bgd.pha 3611.49 6684.99 5994.91 5041.3 35.017749 1.066901e-09 252593_GRB061222B 26997 0
2287 5.216248e+01 7.903042e+00 15 1.797139e-01 -9.089116e-01 -1.929550e+00 5.039227e+01 sw00279494000b_bgd.pha 6044.32 10115.3 7991.89 6776.74 44.994283 7.823415e-09 310613_GRB080430 26997 0
2288 4.856689e+01 2.276163e+00 17 4.883762e-01 6.167647e-02 -2.360538e+00 2.181455e+00 sw00113120000b_bgd.pha 4074.45 7501.5 6670.62 5531.94 0.075701 2.000353e-11 214805_GRB060614 26997 0
2289 5.169678e+01 6.368771e+00 19 2.171325e-01 -6.258984e-01 -2.302677e+00 3.561707e+01 sw00173780000b_bgd.pha 34214.3 62391.1 54578.7 44857.1 44.994283 5.613289e-09 316534_GRB080710 26997 0
2290 4.988220e+01 8.338179e+00 04 1.713396e-01 -9.474581e-01 -2.192520e+00 3.479393e+00 sw00287364000b_bgd.pha 4399.26 8217.38 7664.96 7491.41 40.675039 2.407849e-11 313299_GRB080605 26997 0
2291 4.960510e+01 6.857614e+00 13 2.036242e-01 -1.214323e+00 -2.360074e+00 3.005558e+00 sw00294835000b_bgd.pha 3929.02 7233.97 6531.18 5579.89 56.990242 1.522245e-11 316534_GRB080710 26997 0
2292 5.215088e+01 2.429956e+00 10 4.664782e-01 -4.520371e-01 -2.509221e+00 1.290671e+02 sw00240766000b_bgd.pha 3685.63 6828.48 6301.36 5690.66 19.267549 1.348225e-07 214805_GRB060614 26997 1
2293 5.009094e+01 2.476338e+00 32 4.602544e-01 -9.583808e-01 -2.123956e+00 1.188540e+01 sw00349450000b_bgd.pha 3561.1 6581.09 5993.81 5182.62 40.675039 8.642729e-10 312047_GRB080520 26997 0
2294 5.026794e+01 5.865282e+00 14 2.330567e-01 -1.158947e+00 -2.602167e+00 7.378675e+00 sw00285948000b_bgd.pha 3929.6 7343.09 6830.86 6300.8 56.291844 1.243454e-10 151207_GRB050820A 26997 0
2295 5.110291e+01 2.119929e+00 03 5.128322e-01 -7.971137e-01 -2.616286e+00 4.245927e+01 sw00287344000b_bgd.pha 4176.88 7771.87 7267.22 6886.62 35.017749 2.169208e-08 159994_GRB051016B 26997 0
2296 5.036377e+01 3.719500e+00 18 3.390190e-01 -1.085629e+00 -2.709541e+00 1.198542e+01 sw00290843000b_bgd.pha 5769.86 9801.78 7916.94 6671.68 26.557574 6.074499e-10 353540_GRB090529A 26997 0
2297 5.213318e+01 1.969187e+00 11 5.388681e-01 -8.341636e-01 -2.163762e+00 1.460886e+02 sw00263361000b_bgd.pha 3548.13 6557.76 5907.3 4914 31.393231 1.662510e-07 373674_GRB091024 26997 1
2298 5.112122e+01 9.750391e+00 25 1.488318e-01 -7.601135e-01 -2.920576e+00 1.258486e+01 sw00154112000b_bgd.pha 3820.88 7070.96 6351.04 5385.98 31.393231 3.905323e-10 309111_GRB080413B 26997 0
2299 5.126648e+01 4.256556e+00 19 3.043818e-01 -1.733294e+00 -2.288241e+00 3.042307e+01 sw00338177000b_bgd.pha 13830.1 25633.1 23397.1 20452.6 44.994283 3.489754e-09 351588_GRB090510 26997 0
2300 5.212097e+01 3.920896e+00 29 3.251440e-01 -1.146849e+00 -1.957170e+00 8.691730e+01 sw00312047000b_bgd.pha 4582.88 8107.15 6938.42 6231.74 50.662786 3.142060e-08 332931_GRB081029 26997 0
2301 5.208069e+01 1.614608e+00 01 6.119464e-01 -6.570645e-01 -2.210336e+00 1.561717e+02 sw00434360000b_bgd.pha 3483.62 6385.95 5775.95 5121.86 50.694 2.318672e-07 373172_GRB091018 26997 0
2302 5.182861e+01 2.927343e+00 27 4.074001e-01 -1.735716e+00 -2.226226e+00 7.778079e+01 sw00434360000b_bgd.pha 3483.62 6385.95 5775.95 5121.86 56.990242 3.155808e-08 276205_GRB070419A 26997 0
2303 4.992188e+01 7.266354e-01 31 9.266577e-01 -8.162405e-01 -2.496070e+00 1.969706e+01 sw00221755000b_bgd.pha 4107.76 7631.07 7158.81 6823.12 35.017749 1.643171e-08 243690_GRB061210 26997 0
2304 5.141235e+01 1.545645e+00 18 6.285243e-01 -8.670485e-01 -2.554003e+00 7.430935e+01 sw00349447000b_bgd.pha 3665.82 6757.55 6101.47 5194.74 26.557574 9.017447e-08 310613_GRB080430 26997 1
2305 5.204895e+01 3.307554e+00 05 3.714405e-01 -7.032228e-01 -2.189018e+00 9.139216e+01 sw00232339000b_bgd.pha 3976.46 7305.83 6637.49 6410.51 50.662786 4.821066e-08 239899_GRB061121 26997 0
2306 5.080627e+01 5.470424e+00 22 2.472790e-01 -1.191974e+00 -1.957030e+00 1.455020e+01 sw00277582000b_bgd.pha 4685.1 8305.44 7095.81 5956.51 46.628525 6.598992e-10 319016_GRB080804 26997 0
2307 5.207031e+01 4.741127e+00 13 2.786909e-01 -9.272861e-01 -2.197510e+00 7.027870e+01 sw00310219000b_bgd.pha 3852.64 7123.3 6433.26 5407.3 56.990242 2.316273e-08 276205_GRB070419A 26997 0
2308 5.124390e+01 1.509638e+00 29 6.375421e-01 -9.413009e-01 -2.032603e+00 6.208715e+01 sw00302728000b_bgd.pha 3705.07 6813.49 6113.39 5150.59 50.662786 4.308764e-08 359530_GRB090809A 26997 0
2309 5.188049e+01 3.360649e+00 15 3.669178e-01 -7.463097e-01 -2.531647e+00 7.436353e+01 sw00316534000b_bgd.pha 3774.35 7102.74 6943.84 7283.65 44.994283 4.057092e-08 373172_GRB091018 26997 0
2310 5.143188e+01 4.758215e+00 10 2.778639e-01 -1.357082e+00 -2.518699e+00 3.359844e+01 sw00304379000b_bgd.pha 3353.02 6198.26 5636.42 5128.61 19.267549 5.281567e-09 330856_GRB081007 26997 0
2311 5.203552e+01 5.016368e+00 04 2.659412e-01 -1.263168e+00 -2.743895e+00 6.443049e+01 sw00338177000b_bgd.pha 13830.1 25633.1 23397.1 20452.6 40.675039 2.179883e-08 192059_GRB060223A 26997 0
2312 5.092773e+01 1.042766e+00 25 7.832518e-01 -2.424469e-01 -2.315276e+00 5.300455e+01 sw00378559000b_bgd.pha 3421.94 6176.85 5526.21 4843.76 31.393231 7.293038e-08 284856_GRB070714B 26997 1
2313 5.175232e+01 1.997260e+00 07 5.338208e-01 -7.950229e-01 -2.065734e+00 9.334687e+01 sw00318832000b_bgd.pha 5371.38 9084.4 7472.56 7104.22 56.990242 7.004102e-08 374210_GRB091029 26997 0
2314 5.184692e+01 8.711677e+00 23 1.647501e-01 -5.905884e-01 -2.567206e+00 3.212420e+01 sw00294835000b_bgd.pha 3929.02 7233.97 6531.18 5579.89 31.393231 4.289316e-09 352648_GRB090519 26997 0
2315 5.054993e+01 2.609382e+00 25 4.432892e-01 -1.141853e+00 -2.348689e+00 1.941758e+01 sw00148833000b_bgd.pha 4549.48 8320.03 7302.13 5840.52 31.393231 2.611578e-09 313116_GRB080604 26997 0
2316 5.202637e+01 6.988827e+00 30 2.002797e-01 -8.545795e-01 -2.663641e+00 4.801370e+01 sw00456939000b_bgd.pha 3244.83 6041.26 5574.54 4751.68 40.675039 1.094557e-08 153514_GRB050904 26997 0
2317 5.185913e+01 4.763097e+00 17 2.776285e-01 -7.626683e-01 -2.091770e+00 5.490022e+01 sw00277571000b_bgd.pha 6110.67 9991.92 7487.98 5940.69 0.075701 1.345893e-08 271019_GRB070318 26997 1
2318 5.006653e+01 4.165623e+00 21 3.097400e-01 -1.133764e+00 -1.527066e+00 7.776892e+00 sw00106442000b_bgd.pha 4740.03 8721.14 7692.51 6271.87 56.990242 1.349782e-10 150314_GRB050814 26997 0
2319 5.197632e+01 4.563532e+00 11 2.875871e-01 -4.913188e-01 -2.354557e+00 6.508384e+01 sw00501520000b_bgd.pha 3726.46 6847.9 6199.41 5351.34 31.393231 2.350751e-08 310613_GRB080430 26997 1
2320 5.203918e+01 4.602591e+00 07 2.855822e-01 -1.588155e+00 -2.244371e+00 6.948131e+01 sw00292934000b_bgd.pha 5810.4 9920.78 8302.64 7895.07 56.990242 1.959887e-08 275087_GRB070411 26997 0
2321 5.017395e+01 2.559338e+00 27 4.495218e-01 -1.264408e+00 -2.226545e+00 1.277234e+01 sw00236430000b_bgd.pha 3805.87 7078.4 6537.89 6181.06 56.990242 9.574886e-10 292934_GRB071003 26997 0
2322 5.150208e+01 2.897439e+00 10 4.105260e-01 -6.388615e-01 -2.601442e+00 5.381742e+01 sw00358574000b_bgd.pha 3621.34 6547.81 5841.47 5219.09 19.267549 2.612585e-08 349450_GRB090417B 26997 0
2323 5.123413e+01 5.096926e+00 31 2.624273e-01 -1.303367e+00 -3.076277e+00 2.527081e+01 sw00429954000b_bgd.pha 4124.26 7542.08 6804.94 5945.82 35.017749 2.924367e-09 231362_GRB060927 26997 0
2324 5.000732e+01 3.469281e+00 31 3.579994e-01 -1.089615e+00 -2.435827e+00 8.396321e+00 sw00421124000b_bgd.pha 5716.82 9376.77 7457.52 7187.63 35.017749 2.783420e-10 211117_GRB060522 26997 0
2325 5.066895e+01 2.582529e+00 11 4.466119e-01 -8.471387e-01 -2.630434e+00 2.243611e+01 sw00118707000b_bgd.pha 4282.03 7837.52 6957.62 6174.02 31.393231 4.278051e-09 352190_GRB090516 26997 0
2326 4.796082e+01 3.346002e+00 29 3.681544e-01 -6.942349e-01 -2.120089e+00 8.184315e-01 sw00219646000b_bgd.pha 3923.81 7274.96 6694.7 6196.51 50.662786 2.055891e-12 238108_GRB061110A 26997 0
2327 5.269409e+01 3.790904e+00 27 3.339662e-01 -8.811904e-01 -1.955310e+00 1.727003e+02 sw00331093000b_bgd.pha 5292.67 9287.97 7783.66 6565.95 56.990242 1.078012e-07 332931_GRB081029 26997 0
2328 5.166687e+01 2.586801e+00 01 4.460800e-01 -6.061960e-01 -2.356836e+00 7.069560e+01 sw00323542000b_bgd.pha 5120.89 9598.42 9367.97 9923.91 50.694 4.265525e-08 221755_GRB060729 26997 0
2329 5.190002e+01 1.233177e+00 05 7.164682e-01 -1.334513e+00 -3.031600e+00 1.485093e+02 sw00510736000b_bgd.pha 3302.3 5964.75 5288.3 4905.94 50.662786 4.125040e-07 316204_GRB080707 26997 1
2330 5.259888e+01 5.039559e+00 27 2.649200e-01 -1.713602e+00 -2.033398e+00 1.227716e+02 sw00325268000b_bgd.pha 6543.58 10674.3 8011.34 6511.68 56.990242 4.816746e-08 214805_GRB060614 26997 0
2331 5.260437e+01 3.771985e+00 32 3.352902e-01 -1.068632e+00 -2.575996e+00 1.563690e+02 sw00145994000b_bgd.pha 4314.25 8263.44 8108.33 9504.5 40.675039 1.286319e-07 263361_GRB070306 26997 1
2332 5.096741e+01 7.857270e+00 33 1.806426e-01 -8.904053e-01 -1.683748e+00 1.279583e+01 sw00303609000b_bgd.pha 3352.54 6306.85 6049.86 6194.08 50.662786 3.766033e-10 211117_GRB060522 26997 0
2333 5.146423e+01 9.930427e+00 14 1.463804e-01 -6.072404e-01 -1.888891e+00 1.837148e+01 sw00277582000b_bgd.pha 4685.1 8305.44 7095.81 5956.51 56.291844 9.052988e-10 240766_GRB061126 26997 0
2334 5.176025e+01 3.134232e+00 13 3.870127e-01 -3.602323e-01 -2.289587e+00 6.829623e+01 sw00414905000b_bgd.pha 3641.84 6818.74 6430.61 5903.81 56.990242 3.252776e-08 111529_GRB050318 26997 0
2335 5.043091e+01 3.206246e+00 02 3.803867e-01 -7.679506e-01 -2.560067e+00 1.452861e+01 sw00449399000b_bgd.pha 5671.8 9391.8 7400.6 6486.6 40.675 1.221447e-09 180455_GRB060206 26997 0
2336 5.131897e+01 7.156046e+00 13 1.961735e-01 -1.206050e+00 -2.150917e+00 2.082906e+01 sw00106709000b_bgd.pha 4253.68 7913.23 7315.23 6776.02 56.990242 1.365244e-09 153514_GRB050904 26997 0
2337 5.054565e+01 5.236072e+00 13 2.565718e-01 -1.289221e+00 -2.533736e+00 1.118357e+01 sw00259714000b_bgd.pha 3614.7 6711.41 6144.88 5436.1 56.990242 3.848165e-10 147478_GRB050724 26997 0
2338 4.951172e+01 4.022204e+00 33 3.185852e-01 -3.660704e-01 -2.565041e+00 4.223083e+00 sw00213823000b_bgd.pha 4214.99 7849.82 7225.1 6195.3 50.662786 4.507527e-11 217805_GRB060708 26997 0
2339 5.172668e+01 4.341386e+00 20 2.995477e-01 -1.172691e+00 -2.000779e+00 5.085725e+01 sw00306793000b_bgd.pha 4968.88 9463.55 9758.1 11678.7 56.291844 1.069617e-08 111622_GRB050319 26997 0
2340 5.193115e+01 4.123358e-01 04 1.132875e+00 -1.533132e+00 -2.359552e+00 2.433900e+02 sw00294120000b_bgd.pha 4937.95 8888.51 7704.33 6396.33 40.675039 4.568155e-06 228006_GRB060904B 26997 1
2341 5.214172e+01 4.107645e+00 08 3.132559e-01 -8.540406e-01 -2.417209e+00 8.576413e+01 sw00346386000b_bgd.pha 4273.28 7581.76 6598.19 5900.22 46.628525 4.219213e-08 323898_GRB080905B 26997 0
2342 5.204529e+01 4.997449e+00 21 2.667801e-01 -4.757066e-01 -2.744712e+00 6.536452e+01 sw00206257000b_bgd.pha 4198.48 7737.02 7111.5 6473.86 56.990242 2.663200e-08 159994_GRB051016B 26997 0
2343 4.999939e+01 3.545567e+00 07 3.519913e-01 -1.456711e+00 -2.719467e+00 8.180339e+00 sw00378554000b_bgd.pha 3182.35 5912.7 5486.3 4893.74 56.990242 2.144755e-10 252588_GRB061222A 26997 0
2344 5.234009e+01 6.030060e+00 30 2.275941e-01 -7.980303e-01 -2.055649e+00 7.829779e+01 sw00156434000b_bgd.pha 4135.2 7592.72 6920.3 6289.49 40.675039 2.278865e-08 292934_GRB071003 26997 0
2345 5.184448e+01 9.635657e+00 01 1.504374e-01 -1.109614e+00 -2.738767e+00 2.925105e+01 sw00206773000b_bgd.pha 3920.29 7227.73 6483.94 5397.79 50.694 3.005599e-09 255445_GRB070110 26997 0
2346 5.157715e+01 5.861010e+00 25 2.332018e-01 -2.730887e-01 -2.375143e+00 3.333119e+01 sw00294645000b_bgd.pha 3827.79 7072.78 6443.02 5598.5 31.393231 5.529061e-09 370791_GRB090926B 26997 0
2347 4.885437e+01 2.546522e+00 05 4.511462e-01 -7.256179e-01 -2.304880e+00 2.805737e+00 sw00116116000b_bgd.pha 3813.3 7043.54 6341.44 5518.45 50.662786 3.208301e-11 252588_GRB061222A 26997 0
2348 5.168274e+01 2.912086e+00 07 4.089890e-01 -9.647789e-01 -2.469471e+00 6.601245e+01 sw00172516000b_bgd.pha 5313.92 9456.56 8061.07 6620.35 56.990242 3.456346e-08 332931_GRB081029 26997 0
2349 5.180786e+01 6.950989e+00 01 2.012328e-01 -9.676664e-01 -3.038658e+00 3.751234e+01 sw00313116000b_bgd.pha 4230.19 7473.6 6502.72 5733.12 50.694 6.751342e-09 213630_GRB060605 26997 0
2350 5.109497e+01 2.514176e+00 26 4.552987e-01 -6.532221e-01 -2.896050e+00 3.735308e+01 sw00287088000b_bgd.pha 3921.01 7228.7 6600.74 5804.38 46.628525 1.541004e-08 130088_GRB050525A 26997 0
2351 5.229736e+01 3.857426e+00 17 3.293926e-01 -9.939675e-01 -2.172812e+00 1.078798e+02 sw00361830000b_bgd.pha 3657.54 6813.15 6550.46 6750.62 0.075701 5.694739e-08 217704_GRB060707 26997 1
2352 5.088440e+01 4.428047e+00 04 2.947653e-01 -3.755791e-01 -2.538235e+00 1.897670e+01 sw00284856000b_bgd.pha 4345.74 8121.84 7794.27 7847.7 40.675039 1.943724e-09 295670_GRB071031 26997 0
2353 4.997009e+01 4.663620e+00 19 2.825048e-01 -2.691284e-01 -2.205760e+00 6.347707e+00 sw00324744000b_bgd.pha 4663.68 8425.18 7488.75 6704.78 44.994283 1.394487e-10 359951_GRB090814A 26997 0
2354 5.025757e+01 3.437546e+00 05 3.605596e-01 -1.404502e+00 -2.133053e+00 1.127992e+01 sw00421814000b_bgd.pha 3261.12 6019.52 5559.68 5057.92 50.662786 5.272944e-10 374210_GRB091029 26997 0
2355 5.209534e+01 2.633793e+00 22 4.403112e-01 -6.519379e-01 -1.981871e+00 1.142807e+02 sw00279898000b_bgd.pha 3707.46 6836.78 6229.33 5481.2 46.628525 6.971982e-08 148646_GRB050802 26997 1
2356 5.020996e+01 7.335472e+00 17 1.919507e-01 -5.760993e-01 -2.819954e+00 5.684796e+00 sw00278903000b_bgd.pha 4433.84 7920.37 6907.42 6241.01 0.075701 5.053484e-11 338895_GRB090102 26997 0
2357 5.130127e+01 3.595611e+00 19 3.481583e-01 -1.132183e+00 -1.627265e+00 3.622064e+01 sw00282073000b_bgd.pha 4876.05 8310.05 6642.02 5360.56 44.994283 3.763487e-09 359711_GRB090812 26997 0
2358 5.208679e+01 3.710346e+00 05 3.396778e-01 -1.221737e+00 -2.955091e+00 8.729870e+01 sw00174738000b_bgd.pha 4003.91 7416.82 6791.66 6248.49 50.662786 5.110443e-08 374210_GRB091029 26997 0
2359 5.119263e+01 5.334329e+00 02 2.525919e-01 -7.856447e-01 -1.803160e+00 2.318876e+01 sw00172516000b_bgd.pha 5313.92 9456.56 8061.07 6620.35 40.675 1.651189e-09 309111_GRB080413B 26997 0
2360 5.205688e+01 5.234241e+00 07 2.566471e-01 -3.355269e-01 -2.213774e+00 6.372698e+01 sw00504779000b_bgd.pha 5173.12 9066.16 8232.64 9264.98 56.990242 1.907565e-08 228581_GRB060908 26997 0
2361 5.063965e+01 4.909567e+00 05 2.707474e-01 -4.402991e-01 -2.519790e+00 1.315022e+01 sw00241963000b_bgd.pha 4403.22 8154.3 7421.7 6203.68 50.662786 7.208730e-10 217805_GRB060708 26997 0
2362 5.045593e+01 9.382996e+00 24 1.540981e-01 -5.758829e-01 -2.656789e+00 6.057706e+00 sw00358422000b_bgd.pha 3635.07 6778.43 6508.58 6422.34 19.267549 6.127092e-11 342121_GRB090205 26997 0
2363 4.965881e+01 6.845254e-01 12 9.498224e-01 -1.015105e+00 -2.147515e+00 1.491399e+01 sw00318094000b_bgd.pha 5543.94 8766.94 6482.22 6126.24 46.628525 7.781548e-09 231231_GRB060926 26997 0
2364 5.196167e+01 2.861432e+00 07 4.143541e-01 -3.209385e-01 -2.564759e+00 9.220430e+01 sw00450545000b_bgd.pha 3579.7 6595.57 5987.63 5250.5 56.990242 7.047651e-08 313087_GRB080603B 26997 0
2365 5.240845e+01 2.247479e+00 03 4.926898e-01 -8.811497e-01 -2.848680e+00 1.833757e+02 sw00331093000b_bgd.pha 5292.67 9287.97 7783.66 6565.95 35.017749 2.757546e-07 219101_GRB060714 26997 1
2366 4.991089e+01 3.535803e+00 25 3.527490e-01 -5.120769e-01 -2.454044e+00 7.403801e+00 sw00359951000b_bgd.pha 3351.52 6226.35 5738.48 5054.45 31.393231 2.199896e-10 359711_GRB090812 26997 0
2367 5.135864e+01 1.077552e+00 10 7.701370e-01 -1.089139e+00 -2.215422e+00 8.559214e+01 sw00271019000b_bgd.pha 3926.8 7284.43 6705.95 6416.59 19.267549 1.468139e-07 228581_GRB060908 26997 1
2368 5.103638e+01 4.056991e+00 12 3.163937e-01 -9.943131e-01 -2.374282e+00 2.426392e+01 sw00219646000b_bgd.pha 3923.81 7274.96 6694.7 6196.51 46.628525 3.111290e-09 156467_GRB050922C 26997 0
2369 5.194702e+01 7.249421e+00 01 1.939530e-01 -1.091865e+00 -2.159992e+00 4.243770e+01 sw00323984000b_bgd.pha 4570.53 8379.66 7568.53 7144.48 50.694 6.461149e-09 239899_GRB061121 26997 0
2370 4.972900e+01 5.262315e+00 32 2.554966e-01 -1.049954e+00 -2.220150e+00 4.349423e+00 sw00456073000b_bgd.pha 5089.86 8374.1 6705.58 5689.74 40.675039 4.936137e-11 117504_GRB050505 26997 0
2371 5.139465e+01 7.033378e+00 12 1.991690e-01 -1.239873e+00 -2.656605e+00 2.307241e+01 sw00313087000b_bgd.pha 3416.35 6449.25 6166.46 6044.4 46.628525 1.912487e-09 373458_GRB091020 26997 0
2372 4.923035e+01 4.524473e+00 12 2.896204e-01 -1.015430e+00 -2.573019e+00 2.776816e+00 sw00423181000b_bgd.pha 3215.76 5934.4 5412.1 4683.26 46.628525 1.284438e-11 308041_GRB080330 26997 0
2373 5.127197e+01 4.005726e+00 25 3.196339e-01 -7.300316e-01 -2.132592e+00 3.215021e+01 sw00441454000b_bgd.pha 3476.43 6040.9 5057.86 4284.54 31.393231 5.288612e-09 131560_GRB050603 26997 0
2374 4.903503e+01 2.290810e+00 12 4.862025e-01 -4.587477e-01 -2.574746e+00 3.722878e+00 sw00370791000b_bgd.pha 3962.38 7482.45 7081.65 5982.88 46.628525 5.375090e-11 338895_GRB090102 26997 0
2375 5.193115e+01 1.144684e+00 18 7.460305e-01 -7.644056e-01 -2.937492e+00 1.602793e+02 sw00306858000b_bgd.pha 4136.11 7709.79 7151.15 6640.61 26.557574 5.349784e-07 117504_GRB050505 26997 1
